"","transcript_id","RNA_WT_rep1","RNA_WT_rep2","RNA_WT_rep3","RNA_pbp1d_rep1","RNA_pbp1d_rep2","RNA_pbp1d_rep3","RNA_pab1d_pbp1d_rep1","RNA_pab1d_pbp1d_rep2","RNA_pab1d_pbp1d_rep3","RPF_WT_rep1","RPF_WT_rep2","RPF_WT_rep3","RPF_pbp1d_rep1","RPF_pbp1d_rep2","RPF_pbp1d_rep3","RPF_pab1d_pbp1d_rep1","RPF_pab1d_pbp1d_rep2","RPF_pab1d_pbp1d_rep3","CDS_WT_rep1","CDS_WT_rep2","CDS_WT_rep3","CDS_pbp1d_rep1","CDS_pbp1d_rep2","CDS_pbp1d_rep3","CDS_pab1d_pbp1d_rep1","CDS_pab1d_pbp1d_rep2","CDS_pab1d_pbp1d_rep3"
"6378","YML079W_mRNA",3065,3367,2699.99,4563.89,3773,3241,5948.17,4100.21,4495,40,57.3,29,94.02,77.05,62,104.43,136.05,79,40,54,26,81,71,56,88,121,69
"6379","YML082W_mRNA",6729.97,7430.75,6481,8153.35,7266,6595,6430.62,5253,6549,255.63,335.04,376.4,290.04,379.66,400.4,212.29,281.62,136.87,251,322,367,262,366,380.05,202,267,126
"6380","YML083C_mRNA",76,89,87,174,140,138,176,418,346,1.11,0,2.02,1.05,2.01,4,2,6.52,6,1,0,2,1,2,3,2,5.96,5
"6381","YML084W_mRNA",12,30,9,13,23,14,51,93,48,2,1,0,5,2,6,7,26,5,1,0,0,1,0,2,4,21,1
"6382","YML089C_mRNA",241,232,206,261,200,185,259,240,271,2,1,0,1,2,2,2,1.02,0,1,0,0,0,0,1,0,0,0
"6383","YML090W_mRNA",0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"6384","YML094C-A_mRNA",10,15,9,19.66,11,6.05,19,46.94,36.82,3,1,0,2,1,2,1,5.43,2,2,1,0,1,1,1,1,4,1
"6385","YML096W_mRNA",4673.91,5048,4400.02,5580.02,5116,4873,3973,3972,4386.98,154.59,197.12,213.16,254.17,237.53,220.53,130.47,180.1,130.02,148,188,204,224,217,201,122,173,121
"6386","YML099W-A_mRNA",3,12,4,4,8,3,12,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6387","YML100W-A_mRNA",18,18,11,9,20,12,21.96,30,19,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0
"6388","YML101C-A_mRNA",35.13,39.16,30.12,56.22,35.12,48.13,55.23,53.18,70.24,3.45,1.62,1.62,1.35,2.7,0,0,2.99,3.15,1.42,1.33,0,1.21,1.15,0,0,1.28,0
"6389","YML108W_mRNA",787,886,620,1200,1028,760,838,651,769,129,142.03,127.03,291.21,153.17,197.12,206.98,217.01,120,122,123,118,253.96,138.97,177,196,199,112
"6390","YML116W-A_mRNA",365.59,419.08,320.96,468.11,462.12,348.16,426.98,490.3,382.55,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0
"6391","YML119W_mRNA",2391,2646,2141,3257,2637,2395,4153,4132,4859,60.03,55.17,47.56,80.15,70.17,54.14,93.35,116.62,54.68,54,50,43,69,65,51,86,99,53
"6392","YML122C_mRNA",62,57,58,90,61,73,102,98,81.05,1,1,2,3.01,5,2,7.01,4,1,1,1,2,3,5,2,7,3,0
"6393","YML131W_mRNA",1548,1662,1502,2193,2050,1659,2729.76,2326,3126,85.16,113.09,110.46,101.75,141.8,118.9,188.63,271.6,167,80.87,108.73,106.99,89.93,135.96,110,179.99,254.99,152
"6394","YML133C_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6395","YML133C_pre-mRNA",0,0,0,1.46,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6396","YML133W-A_mRNA",36.79,40.41,31.57,52.67,43,48.54,54.2,44.58,45.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6397","YML133W-B_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6398","YML025C_mRNA",3851.05,4212,3806.94,3766.29,3189.01,2699.33,4757.73,4154.37,4466.66,284.83,238,310.08,295.84,227,230,314.94,324.02,201.97,278.99,249,296,285.9,218,218,312.98,291.05,180.97
"6399","YML025C_pre-mRNA",2454.71,2544.01,1841.06,2305.52,1978.97,1741.67,2879.07,3245.62,2750.35,22.03,33,0,33.16,0,0,22.06,32.98,11.04,11.01,11,0,22.1,0,0,11.02,32.95,11.03
"6400","YMR001C-A_mRNA",178,225,132,245,194,184,265,126,134,0,0,0,2.06,1.01,2,0,3,0,0,0,0,2,0,1,0,2,0
"6401","YMR007W_mRNA",12,22,12,24,24,31,94,149,126,0,1,1,3,0,0,0,1,1,0,1,1,3,0,0,0,1,0
"6402","YMR010W_mRNA",5956.91,6393.86,5032,9041,6953.33,6396.98,7748,8173.54,7544.84,171.32,188.02,188.43,268.92,219.08,198.16,207.07,158.14,72.01,163,183,171.02,245.99,202,186,191,140,68
"6403","YMR013C-A_mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6404","YMR013W-A_mRNA",1160,1370,831,1474,1066,966,766,446.61,466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6405","YMR018W_mRNA",115,130,107,274,228,196,574,1255,1090,0,0,2,1,0,0,3.01,6,2,0,0,2,1,0,0,3,6,2
"6406","YMR027W_mRNA",5097,5481,4752,7163,6726.97,5360,6310,4596,4698,395.31,436.29,403.47,604.86,641.81,566.06,493.92,558.59,246.31,374,410,387,554,604,541,477,532,228
"6407","YMR030W-A_mRNA",5.25,1.04,4.16,7.28,5.24,7.33,7.41,10.54,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6408","YMR031W-A_mRNA",4,3,1,3,1,3,13,47,43,0.99,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"6409","YMR034C_mRNA",415,378,285,713,543,418,1138,1226.99,1034,31.05,23.69,22.02,68.07,41,25,54.4,63.02,34,24,19,17,49,32,19,46,48,27
"6410","YMR045C_pre-mRNA",144324.02,143046.71,124947.08,135477.66,137806.02,113242.49,93079.35,117505.34,84556.2,276.34,332.37,193.41,396.28,497.71,264.53,90.39,523.75,186.59,267.33,291.33,195.77,333.68,446.81,250.98,99.69,467.37,85.28
"6411","YMR046W-A_mRNA",923.82,1082.57,794.89,1075.38,1072.46,788.09,1333.7,1433.66,1244.07,0.05,0,0,3.04,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0
"6412","YMR050C_pre-mRNA",0,0,34.6,0,0,19.45,0,0,61.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6413","YMR052C-A_mRNA",15.16,20.33,14.92,27.13,18.58,22.05,64.7,44.69,48.3,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6414","YMR057C_mRNA",10.61,24.78,7,11.92,12.67,13.38,47.39,56.75,36.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6415","YMR074C_mRNA",3268.99,3504,2718,5076,4145.03,3722.89,7965.97,6945,6338,250,217.51,192,462.67,286.03,291.02,805,778.81,339.01,230,202,181,427.98,259,265,777,710,304
"6416","YMR075C-A_mRNA",14,12,6,8,12,6,7,3,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"6417","YMR082C_mRNA",4,4,1,4,3,0,4,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6418","YMR084W_mRNA",164.14,242.56,182,281.72,219.62,216.1,420.28,963.21,796.69,0.53,0,2,0,0,1.78,2.24,12.95,3.68,0,0,1,0,0,1.79,1,8,2
"6419","YMR085W_mRNA",334.86,328.44,238,541.41,411.38,336.13,782.79,1910.03,1466.73,0,3.62,0,0,1,1.34,0,9.41,1.4,0,2,0,0,1,1,0,5,1
"6420","YMR086C-A_mRNA",159,173,138,208,165,137,121,112,199,0.1,0,0,0,1.22,0,0,0,4,0,0,0,0,0,0,0,0,0
"6421","YMR087W_mRNA",851,977.04,865,1420,1334.82,986,1650.55,2717.04,2119.11,20,24.13,18,44.04,45.99,39.01,42.02,43,15,19,24,16,36,44,34,41,39,15
"6422","YMR090W_mRNA",805,866,616,1040,868,801,1366,1881,1814.2,18.04,21.26,18,35.02,28.35,20.86,83.32,92.85,60.18,18,19,15,30,25,19,75,81,50
"6423","YMR099C_mRNA",12998.99,13600.01,11564.75,20251.01,17277.79,15150.89,30549.08,24234.68,22135.59,546.25,614.82,588.05,1009.12,963.45,861.15,1399.26,1979.1,747.05,514,571.96,560,856,912,805,1318,1849,678
"6424","YJR110W_mRNA",1976,2253.97,1781,2900.03,2572,2247.06,3834.82,3582,4412,43.43,72,61.06,42.04,91.17,69.66,68.68,110.26,43,43.92,68.01,59,40.02,87,68,64,103.03,40
"6425","YMR102C_mRNA",7374.99,8455.02,6795.99,8415,7480.03,6598.58,8586,6901.1,9710.08,642.2,758.36,592.96,773.12,803.51,603.11,777.49,806.01,255.01,597,705,554,699.97,764,557,728,749,233
"6426","YMR103C_mRNA",455.02,478.06,317.06,618.06,429.03,330.06,1190.2,1526.15,1340.08,6.01,5.47,3,4.12,6,4.26,6.49,9.25,0,3,4,3,4,5,3,6,7,0
"6427","YMR105W-A_mRNA",3,3,2,5,8,3,13,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6428","YMR111C_mRNA",1955,2163,1782,2456,2089,1975,2965.99,4324.99,3981,83,72.05,57.9,71.02,93,93.03,81.9,83.01,43,81,66,56,64.24,90,87,78,75.06,41
"6429","YMR114C_mRNA",674,789,565,963,725,723.97,1341,1656,1540,11,2,11,14,9,10,24.01,18,14.01,9,2,10,11,6,10,20,17,13
"6430","YMR119W-A_mRNA",93.17,72.65,44.07,142.46,77.38,61.79,123.99,125.48,108.92,0,0,0,0,2.48,1.08,0,2.51,0,0,0,0,0,0,1.08,0,0,0
"6431","YMR122C_mRNA",24,20,19,43,33,25,47,78,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"6432","YMR122W-A_mRNA",23617.28,24786.88,18244.65,31782.66,25704.95,21678.02,22004.98,30816.92,31772.8,2048.49,2020.97,1687.31,3496.69,2231.1,2178.14,2286.05,3832.31,2026.05,1926,1883,1590,3083,2071,1988,2180.05,3565,1862
"6433","YMR130W_mRNA",3909,4351,3608,5599,4612,4285,4382,2959,3558.1,137,149.2,145.02,175.26,205.03,178.13,128.15,169.99,61.98,129,140,136,153,184,168,124,156,56
"6434","YMR135W-A_mRNA",0,1,0,0,0,0,3,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6435","YMR141C_mRNA",9,21,13,26,16,15,4,18,16,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0
"6436","YMR141W-A_mRNA",1,1,1,2,3,0,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6437","YMR144W_mRNA",2226,2519.6,2067,3087.08,2675,2346,2769,2185,2432,58.59,85.02,63.08,70,94.12,80,88.01,86.03,21,54,84,59,62,85,75,86,79,19
"6438","YMR147W_mRNA",1120,1164,857,1304,1184,934,2097,2158.23,2204.99,29,31.94,31,49,34,26,81.05,86.05,46,24,30.99,30,42,30,18,75.49,67,34
"6439","YMR153C-A_mRNA",321.4,379.34,289.32,449.85,383.7,352.94,401.01,727.31,656.39,2,0,0,0,0.65,6.17,0,5.02,0.24,0,0,0,0,0,0,0,1,0
"6440","YMR155W_mRNA",2232.08,2268.96,1804,3296,2724.87,2386,4030.9,3636,3728,82.03,61.05,95,116.78,100.89,106.11,90,117.21,70.08,78,60,85,105,94.99,100,77,103,61
"6441","YMR158C-A_mRNA",79.03,139.61,95,179.03,117,103,170.27,380.1,315.41,0,0,0.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6442","YMR158W-B_mRNA",2,0,1,3,3,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6443","YMR160W_mRNA",2847.05,3283.99,2762,3344,2978,2583,3821.01,3921,3793.42,74.13,85.29,72.45,93.9,90,82.17,95.74,141,47.99,66,81,70.4,81,77,73,91.99,126,46
"6444","YMR166C_mRNA",4365,4884,3826,4561,3570.99,3299.88,4626.93,6355,4986.01,195.12,204.93,189.86,140.97,137.35,147.21,121.05,145.02,47.01,188,199,183,128,129,141,114,125,41
"6445","YMR172C-A_mRNA",1,0,0,1,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"6446","YMR173W-A_mRNA",908.54,845.12,929.75,684.34,644.02,537.07,981.46,1030.16,890.49,0,17.01,18.14,10.56,0,25.7,0,46.78,11.22,0,0,0,0,0,13.67,0,0,0
"6447","YMR175W-A_mRNA",6,16,11.64,17,14,6,36,83,44.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6448","YMR178W_mRNA",2967,3027.92,2718,5524.01,4342.01,4225,6956,4248.07,5269.08,285,323.51,349,450.97,570.33,519.96,735.99,619.19,266.13,279,309,340,423,540,502,708,593,255
"6449","YMR181C_mRNA",3119,3406.98,2711,3461,3010.98,2713,7335.55,9560.28,9413.99,8,4,5,6,6,5.02,29,23,9,7,3,3,4,6,5,23,17,6
"6450","YMR182W-A_mRNA",197,229,136,301,226,171,346,445,388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6451","YMR187C_mRNA",1434,1573,1302,1808,1681.88,1390,1960,2153,2246.99,84.08,77.07,70.08,80.98,87.93,63.03,55.05,88.03,42.01,78,74,66,75,81,62,52,82,41
"6452","YMR193C-A_mRNA",0,3,1,4,1,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6453","YMR194C-A_mRNA",119.42,135.31,99,192.83,150.64,121.89,189.42,188.61,117.71,1,1,2,4,3,10,2,7,3,1,1,2,3,1,8,1,4,1
"6454","YMR196W_mRNA",2552,2984,2122,3421.81,3332.49,2679,9085.48,14322.75,10531.05,52.43,86.03,81.01,63.88,125.09,111.37,341.21,1337.64,334.63,49,81,71,57,120,102,333,1274,313
"6455","YMR206W_mRNA",92,67,53,129,99,84,357,583,415,1,3.01,3.02,5.29,6.06,1.08,13.05,15.11,6.02,1,1,2,4,5,0,9,11,3
"6456","YMR209C_mRNA",3645,3493.97,2907,4687.98,3775,3112,4127,3016,3351,129.02,97.01,152,186.88,179.02,199.87,101.1,112.83,57,125,90,150,170,172,186,93,103,53
"6457","YMR210W_mRNA",2142.02,2410,1947,2456,2162,1789.01,3401,2052,2414.01,140.01,169.11,153.09,141.03,191,152.16,186.14,196.97,109.07,136,161,147,130,180,145.97,177,189,95
"6458","YMR221C_mRNA",12418,11783,10434.86,20341,15292,13740.54,29248.83,16448,19319.07,1048.48,1003.48,1066.25,1715.24,1660.07,1355.75,1986.14,2206.16,1003.28,995,963,1033,1597,1562,1280,1885.99,2067,916
"6459","YMR226C_mRNA",20280,20636,17679,26991.63,23801.78,20170.01,40775.11,34951.28,35118.79,1110.37,1076.09,1065.01,1580.24,1482.01,1296,2633.04,3135.02,1569.55,1051,1020,1019,1442,1408,1213,2536,2929,1445
"6460","YMR230W-A_mRNA",49.16,47.46,46.47,60.67,48.34,46.63,41.02,45.62,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6461","YMR242W-A_mRNA",0,0,0,0,3,0,2,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6462","YMR244W_mRNA",49,41,45,93,68,67,188,146,158,9.01,9.01,8,12.04,17.17,9,25.03,25.98,9,9,9,7,12,15,8,23,23,9
"6463","YMR245W_mRNA",51,56,29,92,66,54,73,117,85,0,0,0,5,3,0,2.01,5.01,0,0,0,0,1,0,0,1,2,0
"6464","YMR247W-A_mRNA",0,0,1,0,3,0,0,2,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6465","YMR252C_mRNA",1278,1362,1068,2093,1552,1427,2028,2320,2472,10,6,9,16.58,9,15,10,23.01,14,10,6,7,15,9,14,9,17,10
"6466","YMR253C_mRNA",1809,1547,1363,2428,1853,1592,2327.78,2493,2645,102.91,101.22,116.18,183.24,169,131.03,135.17,174.19,89,99,95,114,167,164,120,127,166,81
"6467","YMR254C_mRNA",7,15,6,20,6,13,21,39,27,0,0,0,0,1,3.02,0,2,0,0,0,0,0,0,0,0,1,0
"6468","YMR262W_mRNA",1509,1682,1281,2392,1796,1695,3145,2632,2476,51,71,71.03,110.09,106,84.16,115.47,124.09,72.88,43,68,67.29,100,96,72,107.96,109,67
"6469","YMR265C_mRNA",2087,2453.97,1896,2668,2262,1994,1751,1782,2016,77.56,94.07,90.98,105.92,86.29,117.71,90.94,87.38,54.5,75,93,88,94,81,110.94,85,80,49.8
"6470","YMR272W-A_mRNA",0,0,1,2,3,0,3,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6471","YMR272W-B_mRNA",2,4,2,3,4,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6472","YMR279C_mRNA",86,78,72,120,91,91,49,28,59,1,3,2,4,7.01,5,3,1,1,1,3,2,3,7,5,3,1,1
"6473","YMR290W-A_mRNA",3,1,0,2,1,3,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6474","YMR294W-A_mRNA",2,4,3,7,3,6,9,5,11,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6475","YMR295C_mRNA",11186.98,11738.88,9778.99,15456,12869,11161.61,20432.92,13910.82,12665.03,526.1,491.74,539.11,871.02,805.01,711.81,1197.14,1100.03,394.06,327,306,318,485,486,430,781,680.98,229
"6476","YMR304C-A_mRNA",32.67,19.91,26.62,25.89,23.37,16.09,45.79,38.72,36.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6477","YMR306C-A_mRNA",150,200,124,315,265,233,278,489,460,0,0,0,0,1,3.01,0,2,0,0,0,0,0,1,2,0,1,0
"6478","YMR307C-A_mRNA",3,0,3,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6479","YFR049W_mRNA",1871.45,1806,1480,2746.04,2274,2149,5351.66,3466,3370.09,345.91,337.88,215,618,433.02,405,1412.05,1296.04,722.01,321,311,197,540,390,359,1348,1152,655
"6480","YMR310C_mRNA",11299.86,12632.73,10892.76,13619.73,11429.15,10946.26,13384.59,15334.43,13918.61,467.07,491.15,524.66,597.15,550.01,546.41,441.38,568.54,335.01,449.21,475.94,508,543,521,521,427.03,514,305
"6481","YMR315W_mRNA",7311.94,7678,6374,11812,10190.02,8867,25674.53,19617.77,24118.44,497.03,563.86,490.95,838.31,833.1,732.99,1880,2139.73,1168.33,478,539,462,763,791,690,1808,2041,1096
"6482","YMR315W-A_mRNA",13,17,12,43,37,33,140,381,222,1,0,0,0,2,3,4,0,7,0,0,0,0,1,1,0,0,1
"6483","YMR316C-A_mRNA",29,29,24,64,43,51,76,147,118,0,1,0,0,4,0,0,4,1.04,0,1,0,0,2,0,0,2,1
"6484","YMR316C-B_mRNA",250,250,204,327,256,260,270,333,345,0,0.34,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1
"6485","YMR317W_mRNA",327.88,325,270,427,414,341.4,2448.91,2802.69,1747,4.01,4.21,1,3.03,4.04,1.99,7.82,19.04,7.08,4,3,1,3,3,1,9.81,13,4.03
"6486","YMR320W_mRNA",30,44,23,75,79,76,99,232,213,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0
"6487","YMR321C_mRNA",0.18,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0
"6488","YMR324C_mRNA",0,0,0,0,0,0,0,1,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6489","YMR326C_mRNA",6.08,5.01,3,13.03,3,5,48.82,51.09,41.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6490","YER005W_mRNA",4952,5379,4470,6449,5456.72,4710,4021,4568.87,4783.81,265.29,263.25,308.94,274.86,330.54,297.74,210.59,231.45,187.92,254,239.01,284,247,301,266.11,177,210,140
"6491","YOR064C_mRNA",981,1083,782,1438.05,1105,1060.85,1950,2053,2141,56.01,83,49.8,92.55,88.01,80,145,140.99,104.04,47,67,37,58,59,50,122,89,39
"6492","YHR090C_mRNA",845,888.01,748,1105,897,743,1434.04,1167,1187,55.11,77.05,66.01,106.3,68.77,93,148.06,95.3,46.38,53,74,62,103,64,86,143,85,42
"6493","YKL067W_mRNA",1316.32,1426,1093.35,2005.03,1677.64,1213.32,3736.43,3051.03,2582.58,214.65,203.24,150,243.93,248.09,193.84,585.98,789.81,236.83,184,178,133,212.97,218,168,539,692.88,195.9
"6494","YNL010W_mRNA",12226.55,12946,10738,17923.96,15232.03,14059.56,22136.84,15077.52,13527.37,1389,1590.9,1499.56,2091.69,2235.04,2203.49,2044.26,2385.04,986.85,1308,1548.86,1453,1876,2136,2086,1940,2281,899
"6495","YNL011C_mRNA",1573.94,1747,1336,2471,1991,1845,3061,3640,3291.41,51,53,63.17,58.01,76.43,59.12,83.01,100,73,49,52,62,49,69,55,77,92,49
"6496","YNL013C_mRNA",2,1,0,3,1,1.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6497","YNL017C_mRNA",8,5,6,5,8,6,12.01,15,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6498","YNL018C_mRNA",354.78,445.01,333.61,298.34,285.66,269.5,172.24,290.58,285.32,0.57,8.81,6.6,8.75,12.73,5.12,0.87,0,1,0,9,5,8,10,5,1,0,1
"6499","YNL019C_mRNA",119.4,106.49,54.54,154.81,108.1,155.81,54,60.85,138.46,27,8,21.09,22.5,43.03,39,11.72,28.74,24,24,8,19,22.5,37,37,11,26.5,23
"6500","YNL024C_mRNA",245,274,203,427,348,335,624,460,432,13,15,13.02,28.77,25,19,36.02,50,14,12,12,13,25,21,19,36,48,14
"6501","YNL028W_mRNA",4,7,9,17,12,12,23,68,77,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6502","YNL033W_mRNA",154.6,170.51,154.46,277.19,195.9,119.19,352,690.15,405.54,0,8,0,22.5,0,0,11.72,28.74,0,0,8,0,22.5,0,0,11,26.5,0
"6503","YNL034W_mRNA",230.22,235.99,176.39,166.66,177.34,130.5,84.76,141.42,155.68,13.84,13.94,4.44,3.64,10.55,0,1.13,1,0,13,12,5,4,10,0,1,1,0
"6504","YNL035C_mRNA",4474,4828,4200,6685.24,6247.65,5631,6625.99,6588.3,7692,276.4,282.38,312.06,382.24,507.27,402.12,388.8,485.44,245,260,266,303,352,483,380,372,464,232
"6505","YNL040W_mRNA",6584,7344.8,5974.01,7870,7074,6354.33,5032,5711,5402.98,161.03,157.01,147.58,213,242.84,207.91,106,214.55,95.77,149,151,141,192,233,195,98,198,89
"6506","YNL042W-B_mRNA",68.31,73.2,42.42,96.64,75.8,64.59,51.69,87.16,57.97,5.08,3,6.31,3.05,5.07,8,4.42,18.53,14.88,0,0,0,0,0,0,0,0,0
"6507","YNL043C_mRNA",184,172,160,211,157,162,279,344,251,0,4.09,0,6,4,1,6,4,1,0,1,0,3,3,1,1,1,0
"6508","YNL046W_mRNA",1269,1367.95,859.94,1667.94,1260.96,1090.96,1422.93,1745.72,1435.93,99.54,94.01,76.01,138.04,100.01,106.04,221.9,244.22,132,89,88,67,125,94,97,213,225,123
"6509","YNL050C_mRNA",3434.75,3500.86,2965.28,3961.83,3147.35,3091.01,3228.94,3949.43,4017.67,117.1,115.43,148,138,155,164,114,117,69,115,112.93,144,130,146,159,109,113,62
"6510","YNL050C_pre-mRNA",24.24,0,11.73,12.16,37.06,11.95,12.16,59.55,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6511","YNL054W-B_pre-mRNA",9605.59,9638.45,7772.3,10103.72,10187.69,7492.64,11672.45,17996.44,11739.51,0,8.46,2.37,0,8.7,1.56,4.53,10.91,0,0,7.97,2.34,0,8.65,1.55,4.49,8.68,0
"6512","YNL057W_mRNA",36,70,23,70,58,38,84,147,143,1,1,1.01,6,1,5.01,10.06,13,7,1,1,1,4,1,3,5,7,3
"6513","YNL058C_mRNA",10251,9313.97,8339.28,15009.2,10972.12,9379.07,27720.77,18753.05,21627,495.99,421.76,421.45,778.62,631.64,497.11,1423.64,1123.04,570.01,345,280,277,507,420,309.03,975,763,364
"6514","YNL067W-A_mRNA",6,5,5,8,4,3,6,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6515","YNL067W-B_mRNA",160,131,122.48,144,146.01,106.8,63.99,23,27,8.01,6.02,6,1,9.03,3,1,0,0,0,0,0,0,0,0,0,0,0
"6516","YNL089C_mRNA",7,15,4,18,10,16,15,27,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6517","YNL092W_mRNA",480,506,329,625.73,561,472,1190,2091,1645,21.99,20.14,16,25.99,36,30.03,35.54,48.79,17.03,20,18,16,24,34,29,34,47,16
"6518","YNL095C_mRNA",4107.01,3944.07,3308,5626.9,4504.89,3661.99,4140,6172,4641.61,120.21,110.12,143.25,216.01,173.03,160.99,52.05,77.21,48.44,112,109,136,197,164,147,51,71,41
"6519","YNL097C-B_mRNA",1412,1480.08,1100,1586.14,1341,1133,1210.01,553,505,5,2,2,7,9,4.01,8.96,5,0,0,0,0,0,0,0,0,0,0
"6520","YNL097W-A_mRNA",70,92,56,99,70,82,93,88,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6521","YNL103W-A_mRNA",0,0,0,0,0,0,1,0,3,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6522","YNL108C_mRNA",4039,4254,3709,5765,4874.19,4562.67,5055,3868.03,5312,381.02,312.11,369.41,701.97,545.48,520.42,700.01,508.03,344,238,205,221,421,338,307,455,318,218
"6523","YNL109W_mRNA",36,30,36,35,37,39,66,80,65,0,1.01,2,0,5.02,1,1,4.16,3.36,0,0,0.98,0,0,0,0,0,0
"6524","YNL114C_mRNA",47,50,36,65,56,61,78,170.01,115,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
"6525","YNL115C_mRNA",2935.96,2801,2300,4317.1,3725,2945.01,7024,5842.61,4615.67,210.44,210.67,213.22,350.28,337.5,266.08,516.29,485.37,189.23,201,196,206,323,321,252,500,460,182
"6526","YNL120C_mRNA",2,1,2,1,4,6,10,15,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6527","YNL122C_mRNA",1257,1369,1008.79,1377,962,946,2342.01,2131,2306,27,22.43,20,31,41,23,57.99,101.01,38,24,20,20,27,35,21,55,88,33
"6528","YNL134C_mRNA",6013,6402.96,5544,6725.03,5631.93,4710,7666,9142.47,7294,687.21,800.07,769.09,641.4,787.2,641.78,830.01,1380.83,436.33,653,770.87,732,574.94,752,606.97,791,1325,387.26
"6529","YNL140C_mRNA",574.39,576.31,492.69,795.64,502.26,673.1,536.53,479.34,362.19,0,0,0,0,0,0,0,0,15.41,0,0,0,0,0,0,0,0,0
