sample	feature	imp_ave	imp_sd	sig
pbp1d	nt_m18	0.540398822740956	1.07201075041671	ns
pbp1d	nt_p04	3.45856688921788	1.2718892207811	p < 0.05
pbp1d	nt_p05	1.28653004319581	0.974472122296863	ns
pbp1d	nt_p06	0.777472735395827	1.06222881487773	ns
pbp1d	nt_p07	1.01003766209462	1.21483253293204	ns
pbp1d	nt_p08	0.260212031938993	1.29399225488658	ns
pbp1d	nt_p09	-0.450506092898199	0.803018519739646	ns
pbp1d	nt_p10	0.0130280054392149	1.13557743480102	ns
pbp1d	nt_p11	0.148247956184157	0.906405725926958	ns
pbp1d	nt_p12	-0.164652106445922	1.06647329159028	ns
pbp1d	nt_p13	0.0616128885010391	0.908350195550518	ns
pbp1d	nt_p14	0.247666314345962	1.07762811274042	ns
pbp1d	nt_p15	-0.151843717724036	0.94218828056039	ns
pbp1d	nt_p16	0.17486438519008	1.01375107281591	ns
pbp1d	random_factor	-0.286511104644558	1.08330338689691	ns
pbp1d	random_num	-0.504970488887093	1.02761837240392	ns
pbp1d	stop_codon	7.05760885944289	1.08232741844402	p < 0.05
pbp1d	tunnel_central_aromatic	-0.571183544925415	0.877811530062941	ns
pbp1d	tunnel_central_hydrophilic	-0.528528978696864	0.875899842361539	ns
pbp1d	tunnel_central_hydrophobic	0.701808689738976	0.941267168656064	ns
pbp1d	tunnel_central_neg_charge	-0.102628347616079	1.10684777460441	ns
pbp1d	tunnel_central_neutral	0.529498302294374	1.48785449115027	ns
pbp1d	tunnel_central_no_charge	0.0450824766526798	0.844952057447923	ns
pbp1d	tunnel_central_nonpolar	0.465974675665473	0.94073200276452	ns
pbp1d	tunnel_central_polar	0.29313781935385	0.906542682877517	ns
pbp1d	tunnel_central_pos_charge	0.18107649289293	0.700199566452225	ns
pbp1d	tunnel_central_v_hydrophobic	-0.693913789230151	0.85768337816918	ns
pbp1d	tunnel_constriction_aromatic	0.056865318462908	0.984894356901271	ns
pbp1d	tunnel_constriction_hydrophilic	1.46871755821289	0.916552236348771	ns
pbp1d	tunnel_constriction_hydrophobic	0.479129261022337	1.01455167298042	ns
pbp1d	tunnel_constriction_neg_charge	0.32850347007793	1.00394360384129	ns
pbp1d	tunnel_constriction_neutral	0.722989634968986	0.928039690408097	ns
pbp1d	tunnel_constriction_no_charge	0.589368982154581	1.03962816721311	ns
pbp1d	tunnel_constriction_nonpolar	1.25863273780531	0.861358312657928	ns
pbp1d	tunnel_constriction_polar	0.0644572163179378	1.07636901015997	ns
pbp1d	tunnel_constriction_pos_charge	0.37606170631441	0.946932881931451	ns
pbp1d	tunnel_constriction_v_hydrophobic	0.152524742284127	1.20213661856023	ns
pbp1d	tunnel_lower_aromatic	0.223669856556335	1.1246485705481	ns
pbp1d	tunnel_lower_H_count	0.663145391242194	1.00154166365021	ns
pbp1d	tunnel_lower_hydrophilic	-0.517627570381757	1.10633388472765	ns
pbp1d	tunnel_lower_hydrophobic	0.0897925479253473	0.860771229346898	ns
pbp1d	tunnel_lower_neg_charge	-0.167680661241615	1.16992700577566	ns
pbp1d	tunnel_lower_neutral	-0.140457639303448	1.08921513933391	ns
pbp1d	tunnel_lower_no_charge	0.0363303556394584	0.954189576180553	ns
pbp1d	tunnel_lower_nonpolar	0.503324916695208	1.10958194328636	ns
pbp1d	tunnel_lower_polar	0.239202902541822	0.822402478300212	ns
pbp1d	tunnel_lower_pos_charge	0.00554355144595796	0.907736590428919	ns
pbp1d	tunnel_lower_v_hydrophobic	0.222029808387122	1.20782913449278	ns
pbp1d	tunnel_upper_aromatic	0.418528596268651	1.22172146580188	ns
pbp1d	tunnel_upper_hydrophilic	0.400409294134595	1.33965530391408	ns
pbp1d	tunnel_upper_hydrophobic	0.776359950361361	0.799837952091192	ns
pbp1d	tunnel_upper_neg_charge	0.119027955578193	0.848987241718366	ns
pbp1d	tunnel_upper_neutral	0.828719655683192	0.90473417498179	ns
pbp1d	tunnel_upper_no_charge	0.44858166791117	0.821419710781222	ns
pbp1d	tunnel_upper_nonpolar	0.23839715621211	0.886110322559711	ns
pbp1d	tunnel_upper_polar	0.713216218554834	1.10631307655936	ns
pbp1d	tunnel_upper_pos_charge	0.823570925978552	0.869980281506271	ns
pbp1d	tunnel_upper_v_hydrophobic	-0.0435012955165596	0.94185212739624	ns
pbp1d	utr3_fraction_A	0.62679039421405	1.3232317100615	ns
pbp1d	utr3_fraction_C	0.000690201760090182	0.795875415899605	ns
pbp1d	utr3_fraction_G	1.83883467134912	1.27499866016413	ns
pbp1d	utr3_fraction_T	2.17372657239188	1.09570644159564	ns
pab1d	aa_m01	4.48353323925854	1.71274678708409	p < 0.05
pab1d	aa_m02	2.47619069855888	1.09478322703296	ns
pab1d	l_utr3	2.59384376016919	0.944332967538289	p < 0.05
pab1d	nis_stop	0.260363106095287	0.940330625751482	ns
pab1d	nt_m01	0.470552415298633	1.24213807908325	ns
pab1d	nt_m02	0.646772651246424	1.15266377628943	ns
pab1d	nt_m03	1.98194979146705	1.17710474431202	p < 0.05
pab1d	nt_m04	0.866754484017794	1.23992726818271	ns
pab1d	nt_m05	0.767061330590668	0.998330588829841	ns
pab1d	nt_m06	1.74504939874991	1.08360713316452	ns
pab1d	nt_m07	-0.0700742001200493	0.947918256060126	ns
pab1d	nt_m08	-0.306901330386329	0.953896785285217	ns
pab1d	nt_m09	1.31367403766594	0.886122739620501	ns
pab1d	nt_m10	-0.0422394151719011	1.14655771323423	ns
pab1d	nt_m11	-0.244804764587082	0.864375687157142	ns
pab1d	nt_m12	-0.136899052281483	0.912839696992476	ns
pab1d	nt_m13	0.474495919603268	1.00515524072021	ns
pab1d	nt_m14	-0.164982421867882	1.20238034617727	ns
pab1d	nt_m15	-0.168091234872599	1.02266379474897	ns
pab1d	nt_m16	0.478364764190689	1.13100441456015	ns
pab1d	nt_m17	-0.418151765190435	1.07400293755771	ns
pab1d	nt_m18	-0.30361395994375	0.813999659990952	ns
pab1d	nt_p04	1.48623819006174	0.943870619356402	ns
pab1d	nt_p05	1.60776453825463	0.833293855153469	ns
pab1d	nt_p06	1.1062180731069	1.21835216657493	ns
pab1d	nt_p07	0.930503069257041	0.951893697006796	ns
pab1d	nt_p08	1.51957499946518	1.21111392490287	ns
pab1d	nt_p09	-0.34088830254952	1.05775862424869	ns
pab1d	nt_p10	-0.409244996574548	0.854798151745037	ns
pab1d	nt_p11	-0.296785757415678	1.03022125786962	ns
pab1d	nt_p12	-0.150490000822366	0.980113230372533	ns
pab1d	nt_p13	0.207065214336989	0.982895795242561	ns
pab1d	nt_p14	0.327404204689739	0.9882765131147	ns
pab1d	nt_p15	0.238087760888903	0.746371188173118	ns
pab1d	nt_p16	0.121367910776611	0.898148777625512	ns
pab1d	random_factor	-0.0383367272286537	0.993744979595769	ns
pab1d	random_num	-0.806636406821373	0.890941710630942	ns
pab1d	stop_codon	7.75695478316373	1.01608839706992	p < 0.05
pab1d	tunnel_central_aromatic	-0.308689436745134	1.00850457674128	ns
pab1d	tunnel_central_hydrophilic	-0.603458467446263	1.15825968026478	ns
pab1d	tunnel_central_hydrophobic	1.64289733134573	1.12827444780707	ns
pab1d	tunnel_central_neg_charge	0.468293006524052	0.935887162073685	ns
pab1d	tunnel_central_neutral	-0.416897617500454	1.07415157384323	ns
pab1d	tunnel_central_no_charge	0.520406800362885	1.05789887573002	ns
pab1d	tunnel_central_nonpolar	-0.119703450173206	1.0788669415834	ns
pab1d	tunnel_central_polar	-0.216527923674823	0.913064243472571	ns
pab1d	tunnel_central_pos_charge	0.171860504394946	0.998071379303758	ns
pab1d	tunnel_central_v_hydrophobic	-0.165654981978832	0.947926452157379	ns
pab1d	tunnel_constriction_aromatic	0.227846444457839	1.04341080246657	ns
pab1d	tunnel_constriction_hydrophilic	0.835851635665964	1.23948519298822	ns
pab1d	tunnel_constriction_hydrophobic	-0.306838289469608	0.852082882428075	ns
pab1d	tunnel_constriction_neg_charge	-0.0477977456499814	1.13729390592508	ns
pab1d	tunnel_constriction_neutral	-0.278281998738317	0.869351393342471	ns
pab1d	tunnel_constriction_no_charge	0.586262422590632	0.813729980035027	ns
pab1d	tunnel_constriction_nonpolar	0.312330746905588	1.10736139295355	ns
pab1d	tunnel_constriction_polar	-0.124402786382631	1.17761148262585	ns
pab1d	tunnel_constriction_pos_charge	-0.335152424485593	1.09530329153195	ns
pab1d	tunnel_constriction_v_hydrophobic	0.21941393910105	1.03959167136976	ns
pab1d	tunnel_lower_aromatic	0.0765625482736697	0.897262581675742	ns
pab1d	tunnel_lower_H_count	0.287319211356092	1.12562698797454	ns
pab1d	tunnel_lower_hydrophilic	0.0315428527544737	1.18453718609662	ns
pab1d	tunnel_lower_hydrophobic	0.36780163752302	1.18117916987748	ns
pab1d	tunnel_lower_neg_charge	-0.378346726571215	0.973865392258889	ns
pab1d	tunnel_lower_neutral	-0.0147991099980008	1.04330701892276	ns
pab1d	tunnel_lower_no_charge	-0.0531128000584462	1.15186669467374	ns
pab1d	tunnel_lower_nonpolar	0.0971773884744348	1.3470136634426	ns
pab1d	tunnel_lower_polar	0.413776977493741	1.00145711679743	ns
pab1d	tunnel_lower_pos_charge	-0.0100049447683036	1.02957392356376	ns
pab1d	tunnel_lower_v_hydrophobic	0.00730030454350098	0.850375467952419	ns
pab1d	tunnel_upper_aromatic	-0.324224459974444	1.00247476185267	ns
pab1d	tunnel_upper_hydrophilic	0.428496052218962	0.715768823504759	ns
pab1d	tunnel_upper_hydrophobic	0.155270331897898	1.2285038384669	ns
pab1d	tunnel_upper_neg_charge	0.185474479452142	0.889978017864574	ns
pab1d	tunnel_upper_neutral	0.635690256574588	1.35027133021285	ns
pab1d	tunnel_upper_no_charge	0.621731042004921	1.15023507603062	ns
pab1d	tunnel_upper_nonpolar	-0.00437341010010826	1.10528296553055	ns
pab1d	tunnel_upper_polar	2.12670820127293	0.906931100386616	ns
pab1d	tunnel_upper_pos_charge	0.14729882509312	0.864449244498334	ns
pab1d	tunnel_upper_v_hydrophobic	-0.134805559943301	1.03991871336022	ns
pab1d	utr3_fraction_A	-0.135726830610058	1.00478836609991	ns
pab1d	utr3_fraction_C	-0.549561744424871	0.783985829701745	ns
pab1d	utr3_fraction_G	0.503103386695987	0.815788330572219	ns
pab1d	utr3_fraction_T	0.083170140329678	1.04642145134462	ns
