sample	feature	imp_ave	imp_sd	sig
pbp1d	nt_m11	0.0659269059767254	0.98289590082933	ns
pbp1d	nt_m12	0.279669251027614	0.945638475637876	ns
pbp1d	nt_m13	-0.330234733542866	1.05036702335986	ns
pbp1d	nt_m14	0.357255922082163	0.919955216057781	ns
pbp1d	nt_m15	-0.196139464699673	0.969532099064497	ns
pbp1d	nt_m16	0.0487475793618566	0.799369794298705	ns
pbp1d	nt_m17	0.477970783009394	1.14378250852232	ns
pbp1d	nt_m18	0.864584001966761	1.13041658979443	ns
pbp1d	nt_p04	1.82142627596164	1.16560948514234	p < 0.05
pbp1d	nt_p05	0.800147814347225	0.99175771758601	ns
pbp1d	nt_p06	0.61170742354443	0.843895564882026	ns
pbp1d	nt_p07	0.512873313781946	1.02436077616286	ns
pbp1d	nt_p08	0.892378474618837	0.911548122796488	ns
pbp1d	nt_p09	0.196818149771121	0.899357834622789	ns
pbp1d	nt_p10	-0.287132485955592	1.1840837611747	ns
pbp1d	nt_p11	-0.346721682916957	1.10654061136197	ns
pbp1d	nt_p12	-0.366527544785554	1.10264991513692	ns
pbp1d	nt_p13	0.126757834210205	1.19463766581434	ns
pbp1d	nt_p14	-0.175311027635167	0.974071657437125	ns
pbp1d	nt_p15	0.114767162360597	0.883442168089129	ns
pbp1d	nt_p16	0.172140234633777	1.11698789663141	ns
pbp1d	random_factor	-0.15074793293793	1.10402883871719	ns
pbp1d	random_num	-0.16023177227398	1.16905686486531	ns
pbp1d	stop_codon	4.61581832805822	1.35966971648033	p < 0.05
pbp1d	tunnel_central_aromatic	-0.328203380811293	1.04429443527265	ns
pbp1d	tunnel_central_hydrophilic	-0.11333645351985	1.05297400250338	ns
pbp1d	tunnel_central_hydrophobic	1.08492849783178	1.13927718249399	ns
pbp1d	tunnel_central_neg_charge	0.247404213448261	1.22546646560462	ns
pbp1d	tunnel_central_neutral	0.445052562852971	1.08728701789692	ns
pbp1d	tunnel_central_no_charge	0.116748533894597	0.619667713884742	ns
pbp1d	tunnel_central_nonpolar	0.694891026464065	1.01735236309867	ns
pbp1d	tunnel_central_polar	0.29338969609928	0.872668416963989	ns
pbp1d	tunnel_central_pos_charge	0.309275606164078	1.15457562017992	ns
pbp1d	tunnel_central_v_hydrophobic	0.265196357111813	0.951853957282342	ns
pbp1d	tunnel_constriction_aromatic	-0.00622143125684769	0.957572419885421	ns
pbp1d	tunnel_constriction_hydrophilic	0.665525014729267	0.933261353864175	ns
pbp1d	tunnel_constriction_hydrophobic	-0.216793633182603	1.02088876146643	ns
pbp1d	tunnel_constriction_neg_charge	0.124691934752179	0.801983959817701	ns
pbp1d	tunnel_constriction_neutral	0.12619256798531	0.907832716453814	ns
pbp1d	tunnel_constriction_no_charge	0.741020543125299	1.16121672041785	ns
pbp1d	tunnel_constriction_nonpolar	0.463070538217228	1.3361567010032	ns
pbp1d	tunnel_constriction_polar	-0.0550749639393917	0.974780071341107	ns
pbp1d	tunnel_constriction_pos_charge	0.435602540600211	0.916809876453812	ns
pbp1d	tunnel_constriction_v_hydrophobic	0.143625684736658	1.24484509427574	ns
pbp1d	tunnel_lower_aromatic	0.193963485040581	0.96348608304617	ns
pbp1d	tunnel_lower_H_count	-0.0603301118088445	0.98297279449115	ns
pbp1d	tunnel_lower_hydrophilic	0.109592589260154	1.32617305638184	ns
pbp1d	tunnel_lower_hydrophobic	0.213961433867174	1.25664622085141	ns
pbp1d	tunnel_lower_neg_charge	0.0102612609571522	0.859463711998269	ns
pbp1d	tunnel_lower_neutral	0.193222692026146	0.918368200026862	ns
pbp1d	tunnel_lower_no_charge	0.364321539963013	0.8834712367468	ns
pbp1d	tunnel_lower_nonpolar	0.537388802505362	0.986645786091494	ns
pbp1d	tunnel_lower_polar	0.0641519679575397	0.912390847434518	ns
pbp1d	tunnel_lower_pos_charge	0.0302636172681804	0.828754800806313	ns
pbp1d	tunnel_lower_v_hydrophobic	0.227898208940598	0.988656086512596	ns
pbp1d	tunnel_upper_aromatic	0.167528837413403	1.11480857314488	ns
pbp1d	tunnel_upper_hydrophilic	0.211656306299919	0.970662423622942	ns
pbp1d	tunnel_upper_hydrophobic	0.362047824921271	1.23042995299243	ns
pbp1d	tunnel_upper_neg_charge	0.182770811356034	0.955370895876502	ns
pbp1d	tunnel_upper_neutral	0.0240108365261921	0.994543434648804	ns
pbp1d	tunnel_upper_no_charge	0.89453268266497	1.03126987937483	ns
pbp1d	tunnel_upper_nonpolar	0.649672901397424	0.654767679857754	ns
pbp1d	tunnel_upper_polar	1.21476171324652	1.08791070403868	ns
pbp1d	tunnel_upper_pos_charge	0.445425019262987	0.894341410435835	ns
pbp1d	tunnel_upper_v_hydrophobic	0.503075465858205	1.0291689208468	ns
pbp1d	utr3_fraction_A	1.57420779687139	0.885142230624874	ns
pbp1d	utr3_fraction_C	0.192245297854561	0.88583005855175	ns
pbp1d	utr3_fraction_G	1.12830842558768	1.07501040835096	ns
pbp1d	utr3_fraction_T	1.53574658222418	1.16537951715807	ns
pab1d	aa_m01	3.54921225276825	1.15925889118101	p < 0.05
pab1d	aa_m02	3.38994419214344	1.1833380331688	p < 0.05
pab1d	l_utr3	2.0461072423531	1.17472798535408	ns
pab1d	nis_stop	1.23004380537328	1.18977476470721	ns
pab1d	nt_m01	0.882965089719589	1.15101771372405	ns
pab1d	nt_m02	0.878041743013337	0.979416223801736	ns
pab1d	nt_m03	0.675757883004651	1.12723531393299	ns
pab1d	nt_m04	0.533779950970561	1.06957273153977	ns
pab1d	nt_m05	-0.502659494130944	1.13256071727749	ns
pab1d	nt_m06	1.08008359545908	0.920102841432899	ns
pab1d	nt_m07	0.353693970190478	0.869932574669452	ns
pab1d	nt_m08	-0.219551918146901	1.13572669185358	ns
pab1d	nt_m09	0.890857773543371	1.19534001256679	ns
pab1d	nt_m10	0.624806802893412	0.729802228410815	ns
pab1d	nt_m11	-0.0552353373298674	0.8436550855068	ns
pab1d	nt_m12	-0.184317206174673	0.976269835070749	ns
pab1d	nt_m13	0.737737494150843	1.26707329490801	ns
pab1d	nt_m14	0.0652548388734585	0.709046821424925	ns
pab1d	nt_m15	-0.36952241550635	1.06361725524287	ns
pab1d	nt_m16	0.126263998105229	1.15931421516322	ns
pab1d	nt_m17	0.0855420224946755	0.856551553480452	ns
pab1d	nt_m18	0.292886564535426	0.963086389367012	ns
pab1d	nt_p04	1.32305233064974	1.08513093031628	ns
pab1d	nt_p05	3.00916582343879	1.03844499528603	p < 0.05
pab1d	nt_p06	0.4290139465629	0.929222060533304	ns
pab1d	nt_p07	0.890832155079829	0.960337597664564	ns
pab1d	nt_p08	1.61172506637763	1.02616813157617	ns
pab1d	nt_p09	0.0131108557057195	0.76544488779969	ns
pab1d	nt_p10	-0.423838026848981	1.4057863697711	ns
pab1d	nt_p11	-0.215228633749857	0.945374897452626	ns
pab1d	nt_p12	-0.126028070748208	1.00269196904172	ns
pab1d	nt_p13	0.208925050088636	0.934432706161143	ns
pab1d	nt_p14	0.590130636461365	1.10006465440553	ns
pab1d	nt_p15	0.216778568397724	1.00611324403504	ns
pab1d	nt_p16	-0.1054301435438	1.18782548598014	ns
pab1d	random_factor	0.0548162937365899	1.02073168398197	ns
pab1d	random_num	0.0380727105246797	0.835889878121162	ns
pab1d	stop_codon	8.04863346535156	1.60037769476276	p < 0.05
pab1d	tunnel_central_aromatic	-0.0114634112323662	0.905977453632371	ns
pab1d	tunnel_central_hydrophilic	0.642312320557216	0.859294869146238	ns
pab1d	tunnel_central_hydrophobic	1.82201164883442	1.19816537482658	ns
pab1d	tunnel_central_neg_charge	0.513020760204973	0.908921696110451	ns
pab1d	tunnel_central_neutral	-0.0538075182866586	1.16858280987306	ns
pab1d	tunnel_central_no_charge	0.568932426541228	1.08053130521069	ns
pab1d	tunnel_central_nonpolar	0.428904462995979	1.02262002106027	ns
pab1d	tunnel_central_polar	-0.308992999726274	1.12580391104846	ns
pab1d	tunnel_central_pos_charge	0.243042353321377	1.10555361313154	ns
pab1d	tunnel_central_v_hydrophobic	0.592284392903676	1.05269294786251	ns
pab1d	tunnel_constriction_aromatic	-0.0259596904401734	0.874570172700619	ns
pab1d	tunnel_constriction_hydrophilic	0.371908630639444	0.941217280006825	ns
pab1d	tunnel_constriction_hydrophobic	0.123980079798247	1.23900920959345	ns
pab1d	tunnel_constriction_neg_charge	0.238501783410823	1.02503306826843	ns
pab1d	tunnel_constriction_neutral	0.326413438646143	0.81439645569327	ns
pab1d	tunnel_constriction_no_charge	0.773415800789724	0.801026013955289	ns
pab1d	tunnel_constriction_nonpolar	0.313106178542115	0.974411431973233	ns
pab1d	tunnel_constriction_polar	-0.0415346373484531	0.941416051823227	ns
pab1d	tunnel_constriction_pos_charge	0.335220725883386	0.974617982438052	ns
pab1d	tunnel_constriction_v_hydrophobic	-0.0210863190682219	0.890915625991786	ns
pab1d	tunnel_lower_aromatic	0.239398442311326	0.812916937788095	ns
pab1d	tunnel_lower_H_count	0.148423304999816	1.11385716288963	ns
pab1d	tunnel_lower_hydrophilic	0.441266789867393	0.895698582121273	ns
pab1d	tunnel_lower_hydrophobic	0.294681278426268	1.22721997788827	ns
pab1d	tunnel_lower_neg_charge	0.856547776345226	1.04797386452228	ns
pab1d	tunnel_lower_neutral	-0.286737600192208	0.877535919566376	ns
pab1d	tunnel_lower_no_charge	0.252939282030827	0.802851180486871	ns
pab1d	tunnel_lower_nonpolar	0.529244934901988	0.953445314761674	ns
pab1d	tunnel_lower_polar	-0.0294788626718247	0.814538943109679	ns
pab1d	tunnel_lower_pos_charge	-0.0953392365282886	1.26947280753807	ns
pab1d	tunnel_lower_v_hydrophobic	0.0460090106340578	0.852027557143638	ns
pab1d	tunnel_upper_aromatic	-0.504359397835519	1.11173812670256	ns
pab1d	tunnel_upper_hydrophilic	0.680772974222565	0.923362582700088	ns
pab1d	tunnel_upper_hydrophobic	0.253222285184397	1.26017185702968	ns
pab1d	tunnel_upper_neg_charge	0.668711484413569	1.01173732160364	ns
pab1d	tunnel_upper_neutral	0.945378423749922	0.763775145752269	ns
pab1d	tunnel_upper_no_charge	0.417168287336048	0.99107642466302	ns
pab1d	tunnel_upper_nonpolar	0.239854020568532	0.922309113631453	ns
pab1d	tunnel_upper_polar	1.3063466370066	0.887647639458739	ns
pab1d	tunnel_upper_pos_charge	0.118749781478591	0.951291313747405	ns
pab1d	tunnel_upper_v_hydrophobic	-0.196775046091588	1.24825169515602	ns
pab1d	utr3_fraction_A	0.848487694888849	0.905996373211516	ns
pab1d	utr3_fraction_C	0.127137743816729	1.26593117957225	ns
pab1d	utr3_fraction_G	1.08420685530848	1.11906834366437	ns
pab1d	utr3_fraction_T	0.303237301830957	1.03859361185871	ns
