pair,logFC,AveExpr,t,P.Value,adj.P.Val,B,Protein
pbp1Δ / WT,0.140000000000001,17.0566666666667,5.28810776073031,0.00150976374525934,0.0381970227550613,-0.710867527662899,YLL058W
pbp1Δ / WT,-0.293333333333337,17.2266666666667,-5.27827782512233,0.00152485526546739,0.0382312811152769,-0.721229723045392,HRK1
pbp1Δ / WT,-0.209999999999997,19.2516666666667,-5.25620481439077,0.001559366303031,0.0382501362761263,-0.74455060012609,RRP15
pbp1Δ / WT,0.213333333333335,17.5433333333333,5.24912266124274,0.0015706249615321,0.0382501362761263,-0.75204860408789,IRC24
pbp1Δ / WT,-0.236666666666665,18.1816666666667,-5.23046404632986,0.00160072782334483,0.0382501362761263,-0.771838872694273,COR1
pbp1Δ / WT,-0.153333333333329,16.3133333333333,-5.2270105408832,0.00160637049353844,0.0382501362761263,-0.775507573955828,TUF1
pbp1Δ / WT,-0.243333333333332,18.6816666666667,-5.22087155267208,0.00161645634012304,0.0382501362761263,-0.782033527079236,SPB1
pbp1Δ / WT,0.150000000000006,18.3183333333333,5.21971028926337,0.00161837220735513,0.0382501362761263,-0.783268627633069,CWH41
pbp1Δ / WT,-0.213333333333338,17.3666666666667,-5.21634764759152,0.00162393437143415,0.0382501362761263,-0.786846223153428,SCH9
pbp1Δ / WT,0.150000000000002,17.365,5.19791357493453,0.00165481126402343,0.0382501362761263,-0.806488958900689,KAP122
pbp1Δ / WT,0.22666666666667,18.5566666666667,5.19789212800701,0.00165484757018716,0.0382501362761263,-0.80651184188959,TRM112
pbp1Δ / WT,-0.146666666666665,18.3166666666667,-5.19172842370734,0.00166531897270032,0.0382501362761263,-0.813091138894518,SEC65
pbp1Δ / WT,-0.473333333333336,16.6166666666667,-5.17798260717091,0.00168894117656879,0.0382501362761263,-0.827784455185234,DDR48
pbp1Δ / WT,-0.249999999999996,19.495,-5.1770613319371,0.00169053782319926,0.0382501362761263,-0.828770255677827,MRPS8
pbp1Δ / WT,0.176666666666662,19.2416666666667,5.15861004791234,0.00172287583760815,0.0386674472263185,-0.848540911563506,DOT5
pbp1Δ / WT,0.16333333333333,19.2016666666667,5.14890751511578,0.00174015949947565,0.0387429110963258,-0.858957933131051,LEU1
pbp1Δ / WT,-0.173333333333332,19.28,-5.13785830983969,0.00176008005819818,0.0388754190632185,-0.870838197746247,TAF12
pbp1Δ / WT,-0.153333333333329,18.6066666666667,-5.10494969568475,0.00182094715932483,0.0394155010040245,-0.906332018787107,RPG1
pbp1Δ / WT,-0.243333333333332,16.1483333333333,-5.10008992109389,0.00183013473121288,0.0394155010040245,-0.911587545470946,MRPL7
pbp1Δ / WT,0.166666666666664,16.6066666666667,5.09813687880639,0.00183384169973094,0.0394155010040245,-0.913700647313552,RCN2
pbp1Δ / WT,-0.28333333333333,16.0983333333333,-5.08123703010247,0.0018662734055122,0.0394155010040245,-0.932009830958236,OMS1
pbp1Δ / WT,0.143333333333334,18.7616666666667,5.07373459589612,0.00188087726472683,0.0394155010040245,-0.940151908648546,DAK1
pbp1Δ / WT,-0.203333333333337,18.8283333333333,-5.06735560805409,0.00189339538130499,0.0394155010040245,-0.947081531038287,NOG1
pbp1Δ / WT,0.140000000000001,18.6066666666667,5.06713296069914,0.00189383399251916,0.0394155010040245,-0.94732350982038,ERG9
pbp1Δ / WT,-0.129999999999995,18.0883333333333,-5.0630976589702,0.00190180329003808,0.0394155010040245,-0.9517104934405,TIF5
pbp1Δ / WT,-0.213333333333335,20.23,-5.05135325349393,0.00192521258578995,0.0394155010040245,-0.964492636330795,RPL42A
pbp1Δ / WT,0.180000000000003,16.19,5.05088045256497,0.0019261617450763,0.0394155010040245,-0.965007656765204,GPN2
pbp1Δ / WT,-0.160000000000004,17.3833333333333,-5.02652312806396,0.00197577853579781,0.0399709728455085,-0.991586420676968,UBP1
pbp1Δ / WT,-0.179999999999996,18.1233333333333,-5.02350223083872,0.00198203171134753,0.0399709728455085,-0.994889183141966,MDM38
pbp1Δ / WT,-0.313333333333333,17.53,-5.01258643606642,0.00200481316094426,0.0400106282684647,-1.00683517816434,PBP2
pbp1Δ / WT,0.143333333333338,17.8983333333333,5.00881537104924,0.0020127516915505,0.0400106282684647,-1.01096640727596,UBA1
pbp1Δ / WT,-0.196666666666665,17.9983333333333,-4.9991437228873,0.00203327355188875,0.0400674608620402,-1.02157178122279,SRP72
pbp1Δ / WT,0.129999999999999,17.4283333333333,4.98498823903651,0.00206373456798921,0.0400674608620402,-1.03711987138846,MDY2
pbp1Δ / WT,-0.226666666666663,19.2,-4.975836115226,0.0020837016272606,0.0400674608620402,-1.04718883509553,ATP5
pbp1Δ / WT,-0.176666666666666,18.765,-4.97094704738559,0.00209445687922718,0.0400674608620402,-1.05257298115014,POL30
pbp1Δ / WT,0.13666666666667,17.3383333333333,4.96912819754972,0.00209847398792706,0.0400674608620402,-1.05457695466924,IKI3
pbp1Δ / WT,0.263333333333335,17.4916666666667,4.96082923045935,0.00211691320382836,0.0400674608620402,-1.06372708727837,YBR053C
pbp1Δ / WT,0.149999999999995,17.775,4.95599115694644,0.00212774667360299,0.0400674608620402,-1.0690662831412,VMA1
pbp1Δ / WT,-0.446666666666673,18.9933333333333,-4.95463772220991,0.00213078843247645,0.0400674608620402,-1.07056055358419,FCF1
pbp1Δ / WT,-0.336666666666662,18.4583333333333,-4.93709371860889,0.00217066247751751,0.0403123988163108,-1.08995582358563,NAM9
pbp1Δ / WT,0.179999999999996,18.55,4.93107127425527,0.00218454288115587,0.0403123988163108,-1.09662476265917,ERG10
pbp1Δ / WT,-0.133333333333336,16.6333333333333,-4.91606257613533,0.00221957016990678,0.0403123988163108,-1.11326909693477,KGD2
pbp1Δ / WT,-0.136666666666667,17.4983333333333,-4.90211763562613,0.00225268056171766,0.0403123988163108,-1.1287651029428,TRL1
pbp1Δ / WT,0.136666666666663,17.5183333333333,4.90211763562597,0.00225268056171804,0.0403123988163108,-1.12876510294298,MRI1
pbp1Δ / WT,-0.389999999999993,20.325,-4.90201569309583,0.00225292464247602,0.0403123988163108,-1.12887849562474,RPS29B
pbp1Δ / WT,-0.196666666666669,18.2483333333333,-4.90121280123251,0.00225484804209381,0.0403123988163108,-1.12977162453197,CPA2
pbp1Δ / WT,-0.333333333333329,18.5566666666667,-4.89919246778561,0.00225969608887692,0.0403123988163108,-1.13201946690224,PHO12
pbp1Δ / WT,0.259999999999998,14.04,4.88601379802821,0.00229160842450854,0.0405309517704864,-1.14669776555305,YMR253C
pbp1Δ / WT,0.126666666666676,18.7433333333333,4.8821441956214,0.00230107451661403,0.0405309517704864,-1.15101283374377,ASP1
pbp1Δ / WT,0.146666666666661,19.03,4.86432036998197,0.002345246515716,0.0410491890140731,-1.17091865432422,ERG11
pbp1Δ / WT,-0.303333333333335,18.0716666666667,-4.85692572546974,0.00236385082271588,0.0411162302476143,-1.17919160737861,MET10
pbp1Δ / WT,-0.183333333333334,18.425,-4.84870979021805,0.00238471578860597,0.0412215157744747,-1.1883934120994,MAS1
pbp1Δ / WT,-0.249999999999993,17.7416666666667,-4.83012291435585,0.00243268490342495,0.0415291774827616,-1.20924953764917,MIR1
pbp1Δ / WT,-0.253333333333334,18.8933333333333,-4.82623764704491,0.00244284816344287,0.0415291774827616,-1.21361597945939,SDH2
pbp1Δ / WT,0.166666666666668,19.2833333333333,4.82398184994741,0.00244877081715888,0.0415291774827616,-1.21615223168716,YET1
pbp1Δ / WT,-0.190000000000001,17.4683333333333,-4.81888798479301,0.0024622041985827,0.0415291774827616,-1.22188232878717,NHP10
pbp1Δ / WT,-0.18333333333333,15.6016666666667,-4.79091252386787,0.00253746878950838,0.0420270981736725,-1.25342443826518,TNA1
pbp1Δ / WT,-0.153333333333329,18.9866666666667,-4.78442314057738,0.00255529390264999,0.0420270981736725,-1.26075870323964,ARX1
pbp1Δ / WT,-0.166666666666664,17.7866666666667,-4.7824515201137,0.00256073732944675,0.0420270981736725,-1.26298832694908,MRS6
pbp1Δ / WT,-0.263333333333335,18.735,-4.78163113643448,0.00256300614520423,0.0420270981736725,-1.26391624458615,ATP4
pbp1Δ / WT,-0.173333333333332,17.3566666666667,-4.77336710611031,0.00258598681516334,0.0420270981736725,-1.27326939923733,HMT1
pbp1Δ / WT,-0.143333333333342,18.8883333333333,-4.77201819379275,0.00258975975092371,0.0420270981736725,-1.27479710438691,CRN1
pbp1Δ / WT,-0.163333333333334,18.6616666666667,-4.76928098769277,0.00259743474159959,0.0420270981736725,-1.27789799467723,EDC3
pbp1Δ / WT,0.150000000000006,16.2983333333333,4.76154382494411,0.0026192675285522,0.0421353845778079,-1.28666953906832,VMA8
pbp1Δ / WT,-0.403333333333332,20.4083333333333,-4.74282794709568,0.00267293521468296,0.0425160482310638,-1.30792647560373,QCR10
pbp1Δ / WT,0.16,20.1933333333333,4.74263843985186,0.00267348488696952,0.0425160482310638,-1.30814199418738,KEI1
pbp1Δ / WT,-0.143333333333334,18.3883333333333,-4.71788602684807,0.00274638019060225,0.0434271367638981,-1.33634049235862,WHI3
pbp1Δ / WT,-0.286666666666672,17.5333333333333,-4.70446289169348,0.00278683985899362,0.0438179397038376,-1.35167281872818,MTF2
pbp1Δ / WT,-0.190000000000001,17.1816666666667,-4.69476851176258,0.00281647536878417,0.0438552740097607,-1.36276372715558,RSC30
pbp1Δ / WT,-0.196666666666667,15.4583333333333,-4.69338582483203,0.0028207308831287,0.0438552740097607,-1.36434680682634,VPS54
pbp1Δ / WT,-0.173333333333334,14.44,-4.68778821695224,0.00283803240388447,0.0438791343333915,-1.37075876132345,MAK16
pbp1Δ / WT,-0.306666666666665,18.3066666666667,-4.66745744109599,0.00290187870510472,0.0446183891508643,-1.39408893378136,MIC60
pbp1Δ / WT,-0.153333333333332,18.64,-4.63052955914373,0.00302199838334835,0.0455117172568916,-1.43663204786632,MAK5
pbp1Δ / WT,-0.173333333333328,18.6633333333333,-4.62940363591757,0.00302574717026724,0.0455117172568916,-1.43793257128301,RPL10
pbp1Δ / WT,0.179999999999996,19.1633333333333,4.62766436296181,0.00303154834425729,0.0455117172568916,-1.43994195326237,SDO1
pbp1Δ / WT,-0.23,18.2483333333333,-4.62716827887048,0.0030332052627998,0.0455117172568916,-1.44051516707582,COT1
pbp1Δ / WT,0.283333333333335,15.7716666666667,4.62390305695008,0.00304413638941199,0.0455117172568916,-1.44428902966361,ICP55
pbp1Δ / WT,-0.153333333333332,18.0266666666667,-4.60149531775495,0.0031203509254302,0.0455117172568916,-1.47023295316957,PSA1
pbp1Δ / WT,0.153333333333332,17.3466666666667,4.60149531775483,0.00312035092543061,0.0455117172568916,-1.47023295316971,ABP1
pbp1Δ / WT,0.240000000000006,18.6166666666667,4.60129332677533,0.00312104758053354,0.0455117172568916,-1.47046718278435,MLC1
pbp1Δ / WT,0.143333333333331,18.735,4.59841498350808,0.00313099373216397,0.0455117172568916,-1.47380562568628,ERG1
pbp1Δ / WT,0.140000000000001,18.3866666666667,4.59093917774719,0.00315699238471193,0.0455117172568916,-1.48248257333142,SRV2
pbp1Δ / WT,-0.166666666666668,17.7833333333333,-4.58977606356775,0.00316105900263736,0.0455117172568916,-1.48383336334587,EFB1
pbp1Δ / WT,-0.166666666666664,19.2966666666667,-4.58977606356746,0.00316105900263837,0.0455117172568916,-1.4838333633462,NOG2
pbp1Δ / WT,-0.280000000000005,19.95,-4.58649168058464,0.00317257389430002,0.0455117172568916,-1.48764886206767,RPS31
pbp1Δ / WT,-0.213333333333338,18.2066666666667,-4.57720245713737,0.00320539605411065,0.0457467549671279,-1.49844951584621,MAS2
pbp1Δ / WT,0.183333333333341,19.6783333333333,4.56892718758987,0.00323495536323304,0.0458528057691173,-1.50808278335632,ARE2
pbp1Δ / WT,-0.306666666666668,17.86,-4.56581889026591,0.00324613680222691,0.0458528057691173,-1.5117039736274,HRB1
pbp1Δ / WT,-0.210000000000001,18.745,-4.55693007579738,0.0032783514419642,0.0458528057691173,-1.52206798653193,CIC1
pbp1Δ / WT,-0.270000000000003,18.0416666666667,-4.55615569888606,0.00328117479034273,0.0458528057691173,-1.52297147481918,MIA40
pbp1Δ / WT,-0.189999999999998,18.8516666666667,-4.55231800331814,0.00329520702616725,0.0458528057691173,-1.52745043421351,ATP1
pbp1Δ / WT,0.130000000000006,18.2716666666667,4.52374891736142,0.00340179950309425,0.0469174105371174,-1.56086694255919,ERG26
pbp1Δ / WT,0.216666666666672,17.7183333333333,4.52054893644778,0.00341397666246307,0.0469174105371174,-1.56461796553143,FUN26
pbp1Δ / WT,0.153333333333329,16.2666666666667,4.51756363761302,0.00342538076834257,0.0469174105371174,-1.56811880770644,ELO1
pbp1Δ / WT,-0.393333333333333,15.63,-4.51397421520493,0.00343914902967012,0.0469174105371174,-1.57232998082567,MRPL35
pbp1Δ / WT,-0.203333333333326,18.0016666666667,-4.49377896938196,0.00351777470274903,0.0477559365743929,-1.59606164795246,SDH1
pbp1Δ / WT,-0.146666666666668,18.3866666666667,-4.48636045334968,0.00354715926094451,0.0479210884621775,-1.60479555047815,IMG2
pbp1Δ / WT,0.143333333333338,17.6883333333333,4.47239554445333,0.00360322000830385,0.0484432912227518,-1.62126039176815,ERG28
