gene	YPA_WT_pre_shift.TE	YPA_4Gts_pre_shift.TE	YPA_WT_0h.TE	YPA_4Gts_0h.TE	YPA_WT_2h.TE	YPA_4Gts_2h.TE
YDL101C	1.108428123	1.347278999	1.036652189	1.34165654	0.94368314	1.495213381
YMR285C	0.996581883	1.63731391	1.315801776	1.542708872	1.060240494	1.129743231
YMR111C	1.113909963	1.290638218	1.196660901	1.238310737	0.650362489	1.084697207
YIL117C	1.608207509	1.120737797	0.973499814	1.015847918	1.425613427	1.219084027
YPL137C	0.392703288	0.306526577	0.279611732	0.204484933	0.295975106	0.224634652
YOL103W	0.466920906	0.228737986	0.412335093	0.309678491	0.229189527	0.146270874
YGR157W	0.437741321	0.52616798	0.445156009	0.70489519	0.475755118	0.60096841
YMR070W	1.000747732	0.541726648	0.921637627	0.621758424	0.891215202	0.887041272
YHR162W	0.983109929	1.419784112	0.81667713	1.044378478	1.129422402	1.325914636
YOR004W	1.879723063	1.602094316	0.721840105	1.221576808	0.813496893	1.4665888
YDL227C	1.21363501	1.408352678	1.240646275	1.456187237	1.136443136	2.375121255
YGL093W	0.789019557	0.856994903	0.895597513	0.904297084	0.90470659	0.749011966
YKL215C	1.049335472	1.295650632	1.121082616	0.999068772	1.124168459	1.261387459
YCL042W	1.664543892	1.760782084	1.873222272	2.080136834	2.805415704	6.620111418
YPL079W	1.859159001	1.514089521	1.658603498	1.393405688	1.771810591	2.02503159
YBR288C	0.769477277	0.923262258	0.913764185	0.869247374	0.707719976	0.959336629
YKR092C	1.19807456	1.042034454	1.101382568	0.814083027	1.084810217	1.1151144
YMR222C	1.796842857	1.812329618	1.586986701	1.544670358	2.789511987	1.927020693
YOR211C	0.739996425	0.853808029	0.748823598	0.868418153	0.794348684	0.671274476
YOR324C	0.472370697	0.354961202	0.48483166	0.372927558	0.75057394	0.301730151
YOR353C	0.711291904	1.011191997	0.623707006	0.75249836	0.608261729	0.690552496
YHL025W	1.813950064	1.250305774	1.410005851	1.188561219	1.087385851	1.547285489
YGR037C	2.354400604	2.92715555	2.515209529	2.951766135	4.192219961	4.931756635
YNL330C	1.195987539	1.325929107	1.42960292	1.542946075	1.379979194	1.494471708
YER143W	1.76571754	1.698467882	1.793356073	1.807264319	2.374294362	2.892525886
YOR106W	1.369180996	1.139043859	1.174854427	1.011859388	1.310254099	1.333121665
YGR284C	1.339437508	1.32747363	1.134497634	1.178892418	1.281673348	1.727290339
YCR031C	2.480325423	2.41283729	2.345161043	2.208878612	2.923844545	3.689314489
YLL006W	1.030157334	1.298320589	0.919459862	0.992607684	1.074375336	1.266778003
YLR440C	1.090137494	1.283916144	1.303894068	1.040451537	1.223514972	1.329650876
YLR044C	1.899848577	1.692589181	2.015978747	1.651723149	3.006918607	3.576811747
YBR065C	0.960747343	0.929479512	0.648999876	0.705056204	0.875339392	0.628376313
YLR099C	0.847778765	0.877934137	0.503100679	0.441775722	0.843810545	0.662651385
YOR298C-A	2.50279088	2.410454191	2.541659173	2.943299156	3.359820655	4.749556575
YOL007C	0.977298364	0.779982808	0.985805385	0.803228586	0.69476943	1.777845178
YDR429C	1.9843767	2.188902469	1.653045089	2.0033017	1.730724765	1.69733419
YML010W	1.856086059	1.980477516	2.047502764	1.805394607	2.038629503	1.951303082
YER074W	2.05083201	2.464028931	1.97682488	2.213021814	2.402074532	2.845221035
YER021W	1.119982681	1.430270162	1.073526267	1.13503849	1.407174768	1.537427379
YMR208W	1.492299225	1.532449555	1.663825818	1.446250378	1.719199866	1.897179992
YEL052W	0.724494285	0.691868208	0.78142356	0.629983205	0.698385213	0.654818626
YJL180C	1.686173917	1.522916432	1.579465872	1.660455733	1.657435329	1.372342837
YNL200C	1.483827824	2.208201327	1.333051306	1.783439743	1.931978852	2.232717278
YER129W	0.431145354	0.303691326	0.431938412	0.38022655	0.37584354	0.282401869
YKR082W	0.699747384	0.716236402	0.664305474	0.691403894	0.702678817	0.714624042
YOR027W	2.07473541	2.512078127	2.145309468	2.454837662	3.332059273	3.414933591
YLR019W	1.013376573	0.781473221	1.159253071	0.894788322	1.283123687	0.713070512
YPL081W	2.162743244	2.04767754	2.08132751	1.928794024	2.041939232	2.245242871
YOR280C	1.670864945	1.820561723	1.718035298	2.057585557	1.902246015	1.664809343
YMR188C	1.830647111	2.072848378	1.967682656	2.890530083	1.820445053	1.142331865
YDL045W-A	1.840865738	3.228718306	2.060317067	2.639179641	2.04181555	1.697476835
YLR210W	0.742606642	1.272671948	0.778482104	0.848694355	0.711536113	0.862891834
YDL204W	0.698476329	0.483989332	1.216002797	1.35299393	1.014022737	0.276104744
YKR031C	0.429744714	0.46382311	0.407825262	0.387293163	0.320171215	0.20179045
YML081W	0.296198786	0.275154285	0.34743834	0.353420578	0.310312782	0.2106412
YHR181W	0.629286797	0.897396886	0.911869981	0.811181345	0.773214062	1.038342626
YMR128W	1.021643325	1.046281743	1.082760157	0.794100989	0.854248577	0.870403369
YJL029C	0.553550611	0.619221645	0.606765517	0.542242642	0.678478911	0.756922662
YGL130W	1.420638793	1.52591081	1.727087231	1.479631606	1.783048641	1.402612098
YMR157C	1.35475536	1.27803433	1.127672435	1.435447216	1.319576065	1.411865338
YCL005W-A	2.431775271	2.76762254	2.258278988	2.444011767	3.208653378	3.924935125
YCR017C	0.449694513	0.482853968	0.45366939	0.433860696	0.403659138	0.451423712
YBL072C	2.33406199	2.268202385	2.262754246	2.113532883	2.402748796	2.417593349
YGL187C	2.373387705	2.320498375	2.26679009	2.567300425	2.235397606	3.168301933
YOR167C	2.821338364	2.518405274	2.605263649	3.216573701	2.236068987	3.362278131
YPR107C	1.612578958	1.742598845	1.640210888	2.146559153	1.282832421	1.953796866
YJL167W	1.919888085	1.825711599	1.827471353	1.832663406	2.246808605	1.856037443
YAL049C	1.383518744	1.641085874	1.451107556	1.562484805	1.758351357	1.692615147
YOR018W	0.767001143	0.781883351	0.740971544	0.715717301	0.792122661	0.750355244
YGL201C	1.186045699	1.176874422	1.140153861	1.010513383	1.406130891	1.203850048
YBR121C	1.234832284	1.410562309	1.236060125	1.385881447	1.362410259	1.521954116
YMR062C	1.579039393	2.02071536	1.385623121	1.669869956	1.714501064	1.56943749
YMR015C	1.072147225	1.195294631	1.0606465	1.15531328	1.197482199	1.696559739
YCL026C-B	2.405642902	1.958181328	2.259539892	2.54993202	3.353431584	3.401610441
YNL064C	1.89483866	2.078019859	1.620607497	1.776140364	2.994062422	2.338947582
YNL031C	2.21362999	2.854590123	2.570764454	2.711103497	2.611445921	3.054507335
YIL136W	5.012594834	5.819971716	8.267167917	8.83551445	9.154467616	4.270420035
YJL165C	0.771762099	0.639392395	0.765103249	0.761825051	0.969191737	0.709153236
YOR023C	1.034938734	0.928718891	1.01497637	0.969413811	1.407456734	0.96793793
YOR098C	0.822557657	0.793381635	0.895202068	0.508640793	0.937256603	0.652212642
YIL018W	2.22275399	2.124643742	2.123375261	2.049468118	2.133932564	2.833676891
YCL016C	1.052644915	1.196821446	1.295296525	1.080707553	1.078282156	0.827905187
YHR039C	0.846341275	0.860487491	0.988726941	0.924769754	0.81708849	1.259223769
YBR274W	0.556954982	0.659630622	0.53472415	0.747833511	0.511034197	0.85128937
YML119W	1.7593225	0.950333219	1.566617305	1.333017654	1.036809765	0.630793145
YNL225C	0.679919068	1.073082279	0.640020484	1.359309915	0.672269345	0.797051577
YDR180W	0.446666866	0.394900578	0.421494047	0.399710908	0.35022671	0.285270974
YOL120C	1.700951572	1.731894899	1.604354661	1.51096104	1.861639271	2.142636466
YIL036W	1.398716488	1.369717	1.404402415	1.452591957	1.448106201	0.982227939
YOL051W	1.040433053	1.087460085	1.19958309	1.004402839	1.217553147	0.945367087
YOR045W	1.650699333	1.009319419	1.829457015	1.537468214	1.873625768	2.934003615
YDR476C	1.8247604	1.688316119	2.641278566	1.313613417	2.066213746	2.016669047
YMR086W	1.131414262	1.123546663	1.014174428	1.216655065	1.165517184	1.200223994
YPL183W-A	2.793905317	3.099666971	2.634291056	2.189191637	3.010736049	3.191987389
YIL158W	0.848980026	1.095102444	0.657900888	0.963874304	0.39813495	1.07359798
YJR101W	1.583452628	1.130795352	1.785722022	1.719626836	1.272203317	1.121410036
YBL051C	1.304388567	1.186434599	1.131402212	1.31700543	1.852078982	1.240170473
YGR058W	1.495353921	1.572965329	1.870571142	2.188105459	2.193671187	1.92264938
YGL129C	1.415213478	1.344094712	1.311931771	1.31866939	1.394566102	1.147707758
YBR053C	1.553904398	2.255354699	2.326424167	2.120921763	2.4655237	2.096230524
YDL192W	1.597085345	1.690417371	1.518386921	2.020713078	1.693893422	2.648590635
YLR029C	2.359608977	1.844241483	2.003108011	1.919640587	1.988025196	2.002496639
YBR082C	2.272775934	1.746577193	2.308562969	2.001349888	2.62034582	4.197948563
YHR104W	1.754068585	1.591362584	1.695590527	1.732064935	2.771472257	2.637612374
YDL003W	1.091831185	1.437515536	0.849975358	1.132642557	0.9565181	1.102562808
YDR363W-A	1.99530474	3.634825287	2.232363014	3.008584266	2.796657919	2.648615595
YDL078C	2.083826687	1.661583094	1.825572866	1.817548243	2.122910486	2.71745195
YDR435C	1.262714729	0.83689822	0.917135688	1.121625503	1.349101863	0.847577353
YIL098C	2.255184766	1.92251318	2.82309863	3.683376803	2.091495561	1.444699415
YLL027W	1.488843344	1.496026807	1.946711227	1.555458532	1.512722444	1.781795945
YCL001W	1.288377789	1.075951978	1.384956131	1.508672823	1.031049711	1.577505908
YGR198W	0.471568155	0.47046395	0.51202486	0.476782744	0.396084629	0.217292188
YAR007C	1.558824438	1.763075377	1.490368141	1.877546821	1.831957104	2.344468349
YML064C	1.894294559	1.363236618	1.297999752	1.564910867	1.797136926	2.062438224
YLR414C	0.947121305	1.145026232	0.77787105	0.79709707	0.644648559	0.877656143
YML031W	0.572744942	0.692853776	0.552254194	0.424470391	0.561248261	0.581227554
YMR081C	0.895825181	0.900649503	1.313887142	1.009644871	1.366915116	1.643635297
YGR218W	0.95812235	0.907550019	0.888170724	0.944738327	1.128756577	1.078025416
YGR267C	1.628469864	1.432521996	1.41497066	1.437553965	1.065913197	1.164810424
YDL125C	2.010101161	1.916157764	2.097929832	1.971561076	2.125214329	3.190678554
YPR006C	1.309788198	1.633463995	1.040688098	1.930566953	1.379814499	2.055918399
YMR114C	0.926807899	1.179723997	1.047403569	1.661852248	1.201182045	1.584601137
YGL022W	0.511551043	0.492755465	0.470472811	0.424807824	0.518404883	0.723644938
YMR214W	1.9783861	2.123503194	1.916304834	2.205227573	2.750544914	2.33973205
YDR500C	2.52425493	1.813611493	2.455406045	1.932520262	2.6933094	3.098121034
YGR063C	3.522107355	2.286625524	2.605342803	2.797912909	3.214110272	5.123543677
YPR020W	1.84195569	2.175454342	1.777716087	2.283878872	2.411806406	3.070691284
YGR245C	0.994843615	1.15117486	0.519506136	0.711316858	0.709396155	0.919778386
YLR221C	1.880816561	2.327988686	1.25492529	1.944658683	1.869656954	1.861063463
YPL243W	1.092330526	1.051617825	1.02688251	1.106008112	0.833376185	0.95319853
YDR497C	0.788009012	0.617136501	0.701663697	0.644550964	0.755583587	0.961859827
YDL025C	0.703086734	0.658450603	1.03789805	0.670895907	0.816137416	0.310912261
YBR104W	1.509641134	0.869668331	1.034949969	0.691150179	1.022985635	1.480611688
YBL091C	2.160741406	2.448120058	2.580024424	2.028773234	2.701855956	2.019064548
YPL048W	1.872925511	1.80001234	1.874571599	1.775840942	2.359189974	2.744258169
YPR133C	1.697615245	2.175935371	1.891257308	2.090816119	2.070092966	1.75518143
YJL071W	0.685802776	0.678745313	0.660319641	0.524212341	0.567443182	0.459160015
YNL123W	0.882025982	0.918860935	0.762367287	0.667375971	0.918784135	0.786551783
YPL037C	2.727378784	2.136611238	2.737651748	2.532740716	2.985206494	4.03565778
YKL145W	1.756135184	1.96306073	1.888870861	2.130926643	2.051161557	2.530466304
YKL198C	0.61265048	0.302941471	0.648112051	0.304328843	0.681332131	0.373803345
YNL041C	0.89951394	0.852327725	0.73463375	0.970416437	0.846727975	0.842678061
YJL100W	0.706283491	0.457670703	0.782037548	0.631923912	0.77609152	0.597633171
YKL032C	2.179688014	1.910029328	2.106296158	1.484226736	2.52157915	2.664526786
YDL178W	1.494106777	1.549833486	1.510736735	1.853412546	1.353558099	1.416219027
YHR080C	0.375809429	0.187505801	0.489684661	0.405643868	0.461547573	0.294042759
YPL015C	0.585583509	0.598665909	0.626669267	0.62162908	0.80723046	0.954533542
YDL107W	1.566435886	1.513979129	1.69145918	1.795452134	1.597021493	1.506427481
YNR029C	1.189429283	1.252080402	1.577220629	1.789802828	1.563713088	1.209413065
YMR064W	0.531638846	0.615733139	0.744951134	0.82373655	0.780755532	0.584363457
YJL084C	0.750473238	0.537881822	0.661174609	0.474635074	1.046122428	0.501198207
YHR154W	0.792155565	0.780362177	0.719625022	0.913194405	0.892234698	0.866819649
YPL135W	1.174746584	1.159027084	1.104249733	1.070971448	1.520433489	1.76328378
YMR304W	0.855023854	1.139922242	0.925366736	1.03016817	1.064596962	0.833728049
YGR137W	1.331470503	1.125107145	1.750542937	0.962546653	1.485013987	1.806389988
YHR047C	1.156455135	1.094382261	1.173901585	1.123452608	0.912796358	0.660150813
YGL091C	2.096614185	1.424921533	2.678596473	2.080156083	1.646008723	2.111344412
YCL038C	0.576566072	0.700684556	0.864020732	0.653607575	0.499667357	0.610154339
YKL058W	1.349842282	2.327126788	1.302614179	1.998031109	1.487003479	1.599310515
YKL085W	2.280797732	2.1245246	2.546691085	2.400935992	3.564578111	4.205287634
YNR043W	1.814297628	1.801965054	1.895846114	1.763846558	2.328854587	1.943230776
YOL089C	0.64627795	0.71789406	0.77059435	0.759900903	0.631390562	0.607430436
YIL064W	1.959147981	1.721983097	1.440697399	2.435596359	1.866257577	2.713189281
YKL217W	0.762419886	0.468711891	0.906238512	0.884015739	0.53516922	1.064258284
YKR094C	1.852340258	1.612723604	1.669393002	1.785400895	2.279322588	3.411176275
YGR013W	1.670864945	1.582218066	1.275099997	1.23323985	1.441165574	1.672634534
YML103C	0.450163054	0.528539711	0.439007808	0.467639882	0.519770304	0.555513305
YGL220W	1.780429859	1.629956826	1.724916614	2.172836304	1.49900207	3.059649603
YDL115C	1.556542606	2.403141474	2.177707226	2.459115211	1.722442029	1.611289156
YHL027W	1.298614421	1.341112058	1.375340318	0.941992329	1.653645955	1.192017334
YGR035C	0.866470211	0.691905635	0.948583683	0.974286526	0.787207414	1.444699415
YDR539W	1.066829236	1.468967621	1.460926972	1.118307203	1.633628832	1.006248399
YMR177W	0.82139159	0.639557331	0.893971207	0.658201203	0.559693767	0.532971221
YGR286C	1.350978161	1.337491477	1.295242374	1.261512381	0.797545973	1.133870147
YCR037C	0.34055846	0.276806748	0.417043984	0.455886495	0.592935936	0.176942436
YOR239W	1.942498943	2.356688405	1.813258698	2.06226855	2.769680019	1.896061929
YOR147W	0.398871895	0.302493332	0.456144616	0.361643202	0.379723322	0.436678101
YBR067C	1.82806998	1.855292439	2.015415296	1.857064492	2.70218545	2.638525956
YDR100W	2.331866461	1.283208558	1.775945397	1.681759853	1.798011871	1.839646463
YLL004W	0.710117601	0.662301191	0.531801053	0.7530268	0.502502892	0.621556725
YER049W	1.157143911	0.978733982	1.048837009	0.940056169	0.90234297	1.103351903
YEL054C	1.659476135	1.869542516	1.572329063	1.537731732	1.990161159	1.99703157
YML012W	1.696649897	1.628019115	1.469331115	1.763061488	1.592813244	2.322285068
YER056C-A	2.063006717	2.838034536	1.899121769	2.47671457	2.576605191	3.116799457
YOR217W	1.272465066	1.499096791	1.548644034	1.770077811	1.79245078	1.351009073
YBL035C	1.282750646	1.245264219	1.525948751	0.885752071	1.25576338	1.585866288
YLR060W	1.510312559	1.639416805	1.385512791	1.509120918	1.923530728	1.917810903
YBR049C	1.638332527	1.771519969	1.515244171	1.501688227	1.897429636	1.835641427
YKR080W	1.055056473	1.423947561	1.530167964	1.621756765	1.446413623	1.141510782
YDR071C	1.903211666	1.947480883	1.602660926	2.170830943	1.693627892	1.855172158
YDR301W	0.586123572	0.60215079	0.562011766	0.485419986	0.553353526	0.370179213
YML124C	1.273162933	1.281471754	1.204297251	1.193368185	1.567807479	1.550886219
YDR353W	1.932616543	2.087422875	2.099768697	1.80493477	2.288956943	2.640323629
YJL001W	1.992353357	1.867010649	1.785571197	2.527722935	2.171290015	2.677193403
YHR183W	1.896731799	1.833907572	1.941989894	1.666491506	2.329552752	3.505255033
YER094C	1.687367314	1.552268416	1.853147825	1.706148664	1.611285005	1.966917602
YKR037C	1.27382773	1.110328467	1.312886019	1.235736287	1.150953959	1.041309319
YLR212C	1.141757712	0.863480967	1.01444891	1.033611979	1.16324998	1.187039631
YER101C	1.65120771	2.097287105	1.673681467	2.251474068	2.446065757	2.607506262
YLR303W	1.934147116	1.56269197	2.044759814	1.936697878	2.281805984	2.015239799
YMR260C	1.757763688	2.435712979	1.494609717	2.47921898	2.29855453	2.321734111
YML078W	2.579087573	3.101412771	2.706900393	2.945171483	4.034891253	4.650262145
YIR018W	0.960747343	1.045052307	1.003759122	1.126479115	0.896099868	1.214860872
YPL074W	0.711803452	0.88617765	0.522885537	0.704768308	0.589200263	0.584933012
YJR025C	2.185327448	2.260600445	1.865770358	2.559029768	2.325752814	3.966163435
YKL046C	1.96286076	1.88524521	2.231142142	2.173442057	2.537233653	2.09115396
YDR339C	1.680890134	1.848924158	1.588146174	1.488152187	1.188538023	1.753683462
YOR151C	0.789301703	0.739634419	0.751096135	0.683957227	0.744484091	0.633330527
YGR174C	1.639592071	2.019030123	1.594094287	1.979384731	1.645372019	2.101380968
YGL207W	1.348159983	1.447354428	1.298790122	1.297765402	1.740773442	1.224853852
YKL184W	1.096428894	0.997434283	0.914103693	0.967071233	1.43943408	1.086731014
YPR086W	1.420845008	0.940163185	1.509302037	0.894160124	1.308462979	0.643837938
YJR125C	1.928666612	2.111331438	1.853903742	2.308580063	3.159029753	2.44145953
YMR060C	0.961648889	1.401369111	1.307163372	1.484447767	1.030329704	0.919991728
YJR003C	0.794278163	0.814978413	0.800387444	0.749165124	0.683351891	0.982227939
YDL144C	1.999468384	1.466683888	1.748211656	1.057667455	2.614241765	2.14719596
YNL062C	1.042420219	1.108066687	0.600155535	0.786610064	0.857944923	0.971888698
YMR295C	2.333719817	2.310547516	2.53195996	2.332217012	2.894116467	1.705196284
YPL116W	0.894485911	0.98505007	0.986613422	1.004035733	1.036809765	1.060242215
YLR238W	1.113909963	1.093077601	0.806398517	1.09808465	0.798727523	0.983017194
YBR118W	1.108621746	1.132394802	1.017589597	1.11727691	1.621374711	1.716796077
YFL017C	1.44886191	1.973105632	1.658573668	2.360508499	2.115510834	2.753684643
YDR262W	0.958931186	0.88046487	0.981714157	1.026807677	0.89888553	1.105942311
YDR084C	1.075232534	1.280843196	0.979175289	1.042284713	1.191557491	1.446262943
YOR061W	1.242009609	1.423533622	1.394407073	1.253735054	1.279871395	0.899896942
YGR083C	1.014363711	1.245073139	0.982347447	1.114413171	0.978652157	1.114383657
YDR182W	0.814349003	1.002488467	0.886195692	0.889556892	0.785862179	0.790391411
YNL290W	1.617989472	1.49230044	1.835385811	1.890785876	2.107725115	2.464432054
YDR139C	1.84554628	3.056557627	2.433098974	2.132206793	1.598090239	3.665895964
YBR276C	0.258547767	0.271047698	0.296772873	0.236665566	0.290306734	0.329261358
YAL021C	1.44403237	1.278936259	1.716132317	1.315116635	1.868751621	1.881584951
YOL126C	1.115205207	0.676375091	1.260857258	1.110079956	1.341753814	1.659322167
YOR316C	0.67927687	0.753712553	0.769865757	0.676222357	1.22936015	0.686171418
YBR123C	1.037553232	1.239081179	1.090051472	1.399172376	1.116564362	1.22157281
YBR198C	1.067307607	1.036600826	1.192835481	0.995254079	1.485672529	0.793069259
YOR043W	0.891022085	0.824582171	1.052226342	0.755387385	0.952112629	0.59287328
YDR470C	1.190205166	1.114183774	1.212529165	1.036972355	1.549579812	0.932620467
YIL034C	1.632306523	1.612888307	1.796957249	1.890105551	1.915126318	2.69047237
YIL043C	1.103919739	1.21240021	1.005675102	1.331118768	1.304131801	1.551011696
YLR347C	0.99726574	0.93783328	1.051436288	0.922491507	1.183158658	1.211816108
YNL157W	1.169605461	1.413468844	1.301208899	1.376963291	1.517362863	1.376842322
YBR218C	0.829410614	0.927911565	0.840225153	0.879095754	0.890383123	1.241725117
YML120C	1.919305045	1.586220654	2.404960513	2.026724642	2.682592468	1.856037443
YHR106W	1.026885747	0.936288886	1.057654837	1.036423982	1.388270702	1.341786635
YDL156W	1.200934179	1.152789659	0.899483032	1.070971448	1.023344703	0.955956096
YBR080C	1.473740429	1.871203403	1.703287566	1.826917785	1.853871796	1.443449915
YDR027C	0.618761706	0.511213732	0.669148687	0.690138641	0.657015814	0.648712116
YPL263C	0.992637507	0.918442843	1.090051472	0.963874304	0.790567446	0.963772717
YDL001W	1.18933095	1.474654996	1.492532015	1.439117884	1.973686059	1.473765648
YPL218W	1.664330836	1.689090286	1.691245297	1.665755927	2.467640633	2.830150746
YKL128C	1.092488618	1.026796812	0.89136316	0.93174516	0.972009155	1.053952147
YBR071W	1.621721858	1.286971633	1.684221148	1.742214117	2.058593302	3.331070133
YHL004W	1.458726332	1.421258013	1.680076415	1.512077814	2.177035338	0.924188639
YOR370C	0.526808568	0.465243266	0.432967981	0.435621955	0.536776704	0.534771293
YHR062C	1.061225032	0.852022886	0.862458307	1.247872982	1.134622007	1.259855719
YDL027C	0.482694317	0.501274665	0.542544963	0.579443508	0.520009851	0.362326927
YER053C	1.467362163	1.169640885	1.038510576	1.684382334	1.491301717	0.743209004
YDL217C	2.074885566	2.012862412	3.035562525	2.423777489	3.490106111	3.88755479
YLR081W	0.683535659	1.572965329	1.134028224	1.197710506	1.348091261	1.656341102
YKR014C	2.169954473	2.42099881	2.151189111	2.517123978	2.673388408	2.505178941
YGL008C	1.145837802	0.997999772	1.146984744	0.910790025	1.163064572	0.88652592
YLR412W	0.411481665	0.712749915	0.457042166	0.627081967	0.577007174	0.416523728
YER002W	4.556904394	6.332541453	5.869507924	4.429231919	3.776949859	4.529989692
YDL127W	0.526013038	0.940694951	0.831209818	0.813938301	0.548899287	0.825866011
YPR008W	0.749622548	0.622809245	0.653634741	0.588572671	0.508820927	0.52772237
YGL020C	1.407044164	1.539733667	0.959863138	1.80000623	1.801456967	1.685482651
YMR083W	1.878698531	2.172625699	2.077187143	2.051129529	2.706178215	2.563467895
YMR216C	0.684468359	0.547391934	0.610722732	0.606778202	0.805107357	0.292325897
YDR502C	1.676808062	1.716721004	1.672605928	1.985323781	2.005455566	1.880116563
YGR065C	0.719106432	0.903868137	0.691234967	0.593483436	0.731359585	0.572810048
YGR247W	1.400343954	0.941200566	1.198173986	1.142620947	0.787576649	1.727802129
YPR026W	0.45846904	0.351604015	0.459029852	0.449222067	0.450576206	0.261044485
YEL002C	1.29788477	1.196998164	1.100629486	1.18112228	0.940734729	0.977228745
YPL245W	1.127833838	0.780240738	0.710903134	0.867486873	0.718271825	0.931393335
YDR495C	0.570059805	0.710980329	0.617441743	0.881320254	0.573879944	0.576920231
YBR079C	1.493552326	1.577305209	1.41654285	1.411012828	1.505673144	1.370474676
YHR199C	0.56632682	0.588090641	0.813174975	0.71445069	0.673633463	0.813838837
YDL090C	0.851602133	0.98310333	1.123591517	0.803228586	0.930079348	1.238681673
YJL128C	1.060765404	0.859833379	0.823975915	0.827661395	1.207753311	0.692102557
YBR126W-B	3.423903575	2.359447993	3.75556796	1.879398925	3.639864069	7.410651319
YBR126W-A	2.824355465	2.118429112	2.765930743	1.611210005	2.964994441	5.761911564
YDR325W	0.566900606	0.567518741	0.509469042	0.59076167	0.429353737	0.409044065
YJL073W	0.670182093	0.681618309	0.588995917	0.629557541	0.611643171	0.386546641
YNL121C	1.024498549	1.272842472	1.011819905	1.364111634	0.931719035	0.96793793
YPR135W	0.998147518	1.234479119	1.167573274	1.276051088	1.19631896	1.028641322
YJL166W	2.816702263	3.317767206	3.033577309	3.494044351	2.993396715	5.452058547
YJL200C	0.904492332	1.073348292	0.929781002	0.963874304	0.794795815	1.280444621
YJL102W	0.774073025	0.993451787	0.837662631	0.760307975	0.844620638	1.715097702
YNL181W	1.588041898	1.365421292	1.469772698	1.506053599	1.581279698	1.668899784
YBL068W	1.25751508	1.522549773	1.377809815	0.900589627	1.011418506	1.475188202
YBR011C	2.063717119	2.335748181	2.213611769	2.170072843	2.898196424	4.318193883
YHR082C	0.428499035	0.29397653	0.590838469	0.437260532	0.45950849	0.252737014
YLR392C	0.902510992	0.796438141	1.003342832	0.786016545	0.671229443	0.859291836
YJL048C	1.232827378	1.261340122	1.345982041	1.35366442	0.934699713	1.290047701
YPR113W	1.331925621	1.138330172	1.172053185	1.174388715	1.080222982	1.505921289
YBR251W	2.204463749	2.26113766	2.180554965	2.073719956	2.313939675	2.102643817
YGR135W	1.674720787	1.51325853	1.554052233	1.771320319	1.305033173	1.809118118
YGL219C	0.921117854	0.874804247	1.059560521	1.01027198	1.009364801	1.139604004
YAL051W	0.614384192	0.717863371	0.78668809	0.693868826	0.695004348	0.561231501
YCR057C	0.864803145	0.733444334	0.571087257	0.539948105	0.68752204	0.786898519
YPL140C	0.908322554	0.786482664	0.867358638	0.819293158	1.255085505	0.670268067
YHR152W	2.032598592	1.935161293	2.057094401	2.302588614	2.114278737	2.429721744
YNL316C	1.297297579	1.586073373	1.672961295	1.317294882	1.225320632	1.164241669
YHR166C	1.065602643	1.146953886	1.254052428	1.481510504	1.083937482	0.986322688
YIL128W	0.754068614	1.004194129	0.806339445	0.876822829	0.952808974	0.932195224
YGL097W	1.620175783	1.48271322	1.72016041	1.648511025	1.356739636	2.02000396
YLR224W	0.285724117	0.207477022	0.312049788	0.215411303	0.320088921	0.175183699
YKL087C	3.471365962	3.4045003	4.116507731	3.82142085	5.354951534	3.858969828
YHR021C	1.897815635	1.51963534	1.780832547	1.543823238	2.102461969	3.088404123
YIL088C	0.652148818	0.593571822	0.522800405	0.636423928	0.657633622	0.642140747
YGR187C	2.562936906	2.968117185	2.045501446	1.681176111	1.929464162	2.242820071
YNR041C	1.452765317	1.138016582	1.379334362	1.164230198	1.479269983	1.45483339
YNL259C	1.285665541	1.742208434	1.473649233	1.877018381	1.11749535	2.02476812
YNL099C	1.421791909	1.511680965	1.032680341	1.815516668	1.031017532	1.428282376
YGL059W	0.626574354	0.639672567	0.711528103	0.707115764	0.639733685	0.845120607
YKR096W	0.496790092	0.729099809	0.532612172	0.50588947	0.546961084	0.438848421
YDR422C	0.742877271	0.521003284	0.691216585	0.515547426	0.680587416	0.473719334
YFR043C	1.24709485	1.424171311	1.110291154	1.688839592	1.298740653	1.799793884
YHL021C	1.74062966	1.789468983	2.200767426	2.029126973	2.146508596	2.228918294
YOR357C	1.754408192	2.255572924	1.266735639	2.43139464	1.894859226	3.092373129
YFR038W	0.606050724	0.731611781	0.552013245	0.629034435	0.79721087	0.731275476
YOR037W	1.250099685	0.895380264	1.091341473	1.100220669	0.785328248	0.890096084
YGL222C	1.757103135	1.648381475	1.631207202	1.211536451	2.72844675	1.842141976
YGR033C	0.924125646	1.100110721	1.134084492	0.99064859	0.896700337	0.931252236
YJR144W	1.916129524	1.99411411	1.975321591	2.284041064	1.501586556	1.957275849
YPL271W	2.23521781	2.605957485	2.537377338	2.589965953	3.595143295	5.590718964
YOR383C	1.886916658	1.610522085	2.130634119	1.40955678	2.745540634	5.159254911
YMR171C	0.304528611	0.35749212	0.445770602	0.399905296	0.447064761	0.282912806
YCR042C	0.80248584	1.028182215	0.830853565	0.946313841	0.928343513	0.608839787
YCR035C	1.183291727	1.018440685	1.105461763	1.032027032	0.906830698	1.103149527
YPL019C	0.899548337	1.006714526	0.902075585	0.889336844	1.002510765	0.716588966
