gene	YPA_WT_pre_shift.TE	YPA_4Gts_pre_shift.TE	YPA_WT_0h.TE	YPA_4Gts_0h.TE	YPA_WT_2h.TE	YPA_4Gts_2h.TE
YAL008W	2.673383911	4.758220119	2.665622147	3.309301776	2.917747835	2.699690826
YBR255W	0.854861134	1.17135716	0.814680077	1.010513383	1.618434755	1.172969118
YBR135W	1.858837251	1.407390031	2.173031247	1.373637293	2.63259523	2.211669792
YBR160W	1.532250588	1.486943787	1.536815356	1.400365628	1.918632504	2.283672896
YJL082W	0.657353445	0.545537108	0.673975631	0.600086473	0.710324988	0.681058368
YPL191C	1.028224581	1.227680257	0.972938503	1.519955633	1.056009946	0.825188517
YGL215W	0.370759844	0.309695555	0.420648068	0.303215147	0.376718661	0.251635019
YKL074C	0.991264436	1.420483996	0.872725668	1.141430096	0.994965425	1.01238406
YKL096W-A	1.669570704	1.478217662	2.096598782	1.549336078	2.38724526	4.249672923
YIL124W	1.777743299	1.992717312	1.664253892	1.977007377	2.176425562	2.921817287
YGL141W	0.687791389	0.65540222	0.680287597	0.803228586	0.672739161	0.743521408
YJL179W	1.317628396	1.776366018	1.745834446	1.911684036	1.574777096	1.799793884
YKL029C	1.450429325	1.406383931	1.265866225	0.752391334	1.06921007	1.278577351
YLR220W	2.348758722	2.847266354	2.501997337	2.726749675	2.918427487	3.033075465
YHR025W	1.511684077	1.265040695	1.730175506	1.266292061	1.828979024	2.346512095
YOL034W	0.467996894	0.604986665	0.465368128	0.580906388	0.423739643	0.488659122
YBL008W	0.98143038	0.764011731	0.860139871	0.933986728	0.860026533	0.803375738
YIL062C	2.561761813	2.375336532	2.353996644	2.628748101	3.035220297	3.126773064
YOL116W	0.623995859	1.145026232	0.797100139	0.648478125	0.689275766	0.976430234
YDR196C	1.196964653	2.109203509	1.362053058	1.621195312	1.12829298	1.726909669
YBR280C	0.993487264	0.947354118	1.265244687	1.375965491	1.453471633	1.189012768
YNR032W	0.938572284	1.003050355	1.042552563	1.158143543	0.876765305	0.916473991
YNR045W	0.688934835	0.748427052	0.799570722	1.038018481	0.788259479	0.674922707
YML105C	2.053225888	2.154088631	2.434150946	2.255577949	1.979364097	2.887337498
YNL288W	1.429673143	1.641355126	1.519592733	1.472585742	1.810961056	1.526207126
YNR018W	1.571745838	1.651860141	1.397777256	1.298164043	1.267678336	1.320417504
YNL003C	0.678500406	0.656842665	0.76391054	0.886764359	0.871208205	0.803952048
YFR047C	1.578039114	1.754461328	1.988023389	2.247794726	2.258203087	1.822291308
YLR355C	2.138907845	1.93589716	2.353529755	1.904909553	2.383860427	2.126006526
YGR099W	0.713044276	0.548708836	0.683700923	0.492301392	0.438650285	0.783133455
YLR300W	1.302439224	1.182512942	1.226307905	1.033348645	0.912826535	1.483338413
YBL003C	1.97904021	2.003729689	2.339546282	2.403646446	1.64116072	2.851981078
YJR140C	0.511747597	0.540247438	0.366351837	0.442805503	0.424247837	0.409284679
YOR033C	0.411618189	0.377920241	0.535709057	0.338439011	0.44861961	0.285178608
YHR112C	1.255952173	0.970814539	1.274695503	1.431207299	1.514993579	1.707372036
YHR007C	1.003578517	1.023571438	0.907986485	1.07231637	0.90433742	1.099636058
YKR084C	1.211156071	1.233347815	1.256245408	1.405650026	1.256971839	1.259579677
YCR046C	1.955861975	1.925874217	2.565298344	2.082282803	3.21633997	1.831636392
YNL144C	0.582739934	0.460592058	0.754651019	0.590217691	0.914247588	0.588248422
YKL204W	1.754737102	1.987545338	2.056129241	1.565787371	2.527784038	1.806891663
YOR266W	0.892486397	0.749471715	0.92471322	0.917975527	0.673926347	0.712718378
YDR393W	0.723544195	0.729726183	0.659039125	0.816080244	0.609888097	0.515395521
YGL171W	1.337209251	1.548818931	1.143410634	1.223265554	1.623425816	1.092009773
YGR019W	1.267945196	1.3351915	1.891740359	1.668965234	2.490682105	2.283672896
YNL208W	2.827051118	2.850260483	3.142326969	3.265791462	4.483079512	4.338216051
YNL277W	0.745601024	0.541512654	0.801550235	0.865015401	0.259202441	0.462804142
YDR077W	2.362196983	1.703206858	2.828833091	1.719507677	2.584062316	3.958418334
YMR266W	0.530929048	0.581587381	0.522655829	0.492247747	0.331203119	0.438261498
YKR064W	0.397111399	0.359046434	0.334574343	0.404503605	0.41793882	0.407468864
YPL089C	0.399697104	0.372783691	0.400573053	0.434399133	0.226345794	0.347642924
YGR277C	1.274151201	1.518094445	1.155857889	1.257227353	1.055921466	1.473765648
YDR246W	1.640300342	1.797674661	2.4997815	2.281899393	2.434249014	1.930463851
YOR288C	1.240335327	1.298320589	1.233881958	1.672475961	1.27886652	1.466211397
YCR028C	0.645561456	0.836418072	0.833056319	0.687378309	0.485712683	0.495535356
YML054C	1.287468117	1.249911325	1.448064564	1.503798213	1.283782862	1.566705824
YPR070W	0.471897003	0.65755108	0.500610082	0.497483512	0.486291306	0.51452931
YOR141C	1.325699423	1.273352885	1.121839425	1.087640265	1.378236546	1.159787179
YGL044C	2.307019946	2.482817823	2.782775632	2.425435339	3.861222574	1.953796866
YER107C	1.31826797	1.188335121	1.705718056	1.512328823	1.586824702	0.954965263
YBR038W	1.492208306	1.281039449	1.107278858	1.343863212	1.575698731	2.44509973
YEL047C	1.957873474	1.696066963	2.203130437	1.935050685	2.035764407	2.497402015
YKL093W	1.50377845	1.192409201	1.909919245	1.236218996	1.94401831	0.925608283
YPR016C	1.462505295	1.478465474	1.451643308	1.320306989	1.325635343	1.551283883
YDL055C	1.573571024	1.487031356	1.454712256	1.412356748	1.443384832	1.525271655
YML009C	2.723806463	2.522168544	2.29127074	3.001965424	2.23440821	2.557601836
YML072C	0.724936459	0.769159258	0.685007932	0.708731106	0.508088367	0.517903108
YDR142C	0.61265048	0.41196711	0.861559913	0.881320254	0.593536025	0.485944349
YFL044C	1.728261069	1.081413663	1.438442787	1.615689685	1.893304789	1.889783579
YEL011W	1.389838461	1.330515786	1.354025913	1.419760799	1.44159166	1.362116735
YKL019W	1.074127464	0.720942442	1.163160455	1.103852151	1.135801652	0.640391777
YJL130C	1.11595305	0.873730143	0.96255241	0.754203404	1.311564353	0.647378421
YBL085W	0.836916367	0.731290898	0.829027682	0.597066583	0.874808239	0.706828144
YDR166C	0.695415857	0.793568094	0.627462645	0.77542452	0.674952892	0.925291294
YDR348C	1.571694903	1.295383212	1.530072249	1.215356343	1.658895624	0.966259999
YKL182W	0.981861036	0.854067185	0.873030983	0.788030941	1.12610786	0.96724341
YDR333C	0.736552784	0.765921026	0.593823752	0.699731346	0.545265239	0.681450006
YIR012W	1.663217965	1.232799514	1.068466294	1.030149667	1.081499841	1.274608128
YLR363C	0.886284884	1.346716891	1.122046909	1.349870263	0.862556023	1.341080183
YKR046C	1.863389732	1.663565047	2.10985447	1.853805559	2.38466246	3.322241558
YJR005W	0.706629179	0.819871079	0.696807893	0.658303551	0.594604154	0.545284088
YJL116C	1.420235203	0.717492957	1.257751698	0.384780161	0.56808535	0.525504824
YER030W	2.534013186	2.623992162	1.987150559	4.042335168	2.326849565	2.282465881
YHR041C	1.490925643	0.651952735	0.92570525	0.477390575	1.833199875	1.590889237
YJR072C	1.398070668	1.534970997	1.594504572	1.585319578	1.94401831	2.142502241
YKR039W	0.716931412	0.601162037	0.771495908	0.619001846	0.392828545	0.369071657
YGL003C	0.795438365	0.377511679	0.998086831	0.708402989	0.950408951	0.51452931
YPL009C	1.333478754	1.356281329	1.250632349	1.194274082	1.207488523	0.952054234
YDR268W	1.162010621	1.501466905	1.432557866	1.347946823	1.093510299	0.581764361
YDL117W	0.494361417	0.444380339	0.533902762	0.547474211	0.483471939	0.299477331
YMR131C	1.332510041	1.477634097	1.11631396	0.967745285	0.875368798	1.065051439
YMR293C	1.485974151	1.066417172	1.585860836	1.332829852	1.144330778	0.835216849
YIL105C	1.020801987	0.878773997	1.093842567	1.101650318	1.118730537	1.417337684
YML126C	1.33877524	1.324543353	1.395512076	1.148852757	1.680182338	1.016101237
YLR189C	0.567973875	0.574737332	0.789383911	0.686558512	0.559602622	0.68335924
YIL150C	0.911380879	0.989445933	0.96722877	0.665173673	0.883208318	0.424776529
YBR212W	1.169364355	0.892646991	1.478479664	0.965770627	1.915247367	1.123492506
YJR109C	1.048495787	1.078158354	1.125628996	0.926948629	1.125048894	0.956583364
YLR254C	1.205860078	0.959971487	1.0080786	1.386525536	0.989412747	1.214860872
YGR085C	2.935883803	3.119659838	2.998084863	2.909567379	3.258544976	4.489454462
YPL105C	1.003894164	1.399422206	1.278083774	0.969467385	1.110697358	0.898510352
YGR145W	1.254256709	1.474654996	0.89366568	0.789841443	0.898568463	1.1963839
YGR110W	1.378463579	0.96625013	1.190026606	1.09188886	1.561947179	0.700089316
YDR248C	1.187193513	1.198449774	1.44368021	1.964820696	1.182429114	1.3526286
YBR129C	0.759098541	1.005330014	0.785453101	1.219717483	0.780973589	0.731677571
YDL215C	0.95000129	0.851786279	1.109372743	1.055592992	0.824442524	0.482162681
YKL099C	1.808573594	1.23590133	0.835506485	0.978646324	0.69120651	1.660309858
YNL104C	1.491081225	1.512765421	1.553105125	1.449217372	1.470185275	1.658381508
YNL151C	2.782288501	3.648763836	2.839870939	2.995825538	3.693634788	2.350491687
YKL052C	1.359048599	1.111062812	1.379469604	1.185718389	1.264402153	0.847577353
YIL045W	1.027272521	1.086095108	1.2756444	1.415212271	1.161661203	1.658381508
YNL083W	1.120540379	1.1296751	1.084810839	1.469062809	1.905488217	1.030791043
YMR238W	1.376977632	1.539919839	1.411811236	1.630614423	0.90280034	0.862891834
YER168C	1.305574633	0.903446753	1.097674209	1.111132878	1.048459313	0.847423387
YPL265W	0.691481031	0.707834398	0.810051986	0.662933382	0.768701634	0.819297477
YOR227W	0.49483308	0.395514403	0.62531137	0.47722383	0.783977138	0.352133586
YOR081C	0.810535478	0.716260998	0.839959395	0.650035505	0.838168642	1.035619104
YEL026W	1.755886833	1.979766707	1.181624621	1.442309641	1.637388416	2.303338298
YDR021W	1.156752654	0.879010037	0.817538604	0.803228586	0.523749263	0.709806352
YPL212C	1.263336909	1.340012583	1.019315357	0.85872438	1.055660852	1.18254063
YPR095C	0.545395538	0.526093134	0.479931569	0.556453539	0.513371825	0.307052748
YOR310C	1.590341333	2.075886216	1.187298689	1.437721383	1.648261678	1.770505764
YDR188W	1.72778452	1.612200292	1.707102304	1.514171335	2.30260819	1.957731878
YGL236C	1.101545132	0.742789183	1.218412328	1.077140639	1.209206705	0.549328394
YDR017C	0.566531236	0.606444464	0.564238146	0.476522128	0.508884926	0.476717557
YIL090W	0.37683337	0.412763952	0.484739341	0.369667702	0.412147981	0.551835108
YBR183W	0.733550463	0.555961883	0.919030449	1.005723188	0.597240648	0.672375828
YPR057W	0.716737148	0.877230664	0.572493876	0.662311291	0.914832146	1.049639793
YLL032C	0.80704399	0.716260998	0.492417074	0.766042078	0.549750294	0.669730993
YDR116C	1.925207719	2.075604625	1.904944319	2.383350396	1.902432871	1.507327378
YDR122W	0.755339389	0.585627092	0.690752379	0.62354139	0.83094501	0.560705018
YOL062C	0.651680061	0.60633859	0.727440045	0.7153281	0.582987309	0.722990373
YJL194W	0.524140755	0.566880362	0.599022599	0.615130753	0.541756454	0.651447134
YDL070W	0.723552383	0.853214527	0.627348215	0.593629533	0.348879115	0.454079146
YOR241W	1.245893091	1.26727584	1.106988084	1.161294342	0.77838571	0.889088124
YLR056W	1.520734373	1.123418988	1.409564534	1.174613847	1.421432743	1.527162385
YMR054W	1.2900896	1.039280664	1.178854035	1.042488165	1.072561826	0.688886625
YKL110C	0.610652435	0.977974096	0.493852505	0.522098581	0.573554338	1.118024136
YNL255C	2.653982187	2.396458942	2.427380665	2.599882743	2.77722942	3.245222274
YLR204W	2.285389792	2.883769769	2.881037483	3.419932022	3.289877139	2.599237214
YML097C	1.314277914	1.330223766	1.359672956	1.421931687	1.280765004	1.186163371
YKR007W	1.684560559	1.327995318	1.326647651	1.795452134	2.038670886	1.580782821
YHR193C	2.460269033	2.29843922	2.405179918	2.423668462	3.197615571	3.995640862
YBL099W	1.87687482	1.744667372	1.995983681	1.798892704	2.302084105	2.736633964
YJR035W	0.829422167	0.890575958	0.543348733	0.760579281	0.826737198	0.799456832
YNL305C	1.305750012	0.871180797	1.749219991	1.062656453	1.809869678	1.905122731
YOR119C	1.135098468	1.422873217	0.330159821	0.495906345	0.277716901	0.719630962
YCL045C	1.010951736	0.825896374	0.936509543	0.826177975	0.853843336	0.999923948
YCR061W	1.203898322	0.984440886	1.523212655	1.015012329	1.436009247	2.405783599
YPR115W	0.38882745	0.257119333	0.447594266	0.342990856	0.631101596	0.281408451
YHR088W	2.489130996	3.334002599	1.808314705	1.496926002	2.123466154	1.880326063
YBR017C	0.873308297	0.96951204	0.771200383	0.797813562	1.070705469	1.17689647
YPR162C	0.886581399	1.201816206	1.162570488	0.736846059	0.900387428	1.265905446
YGR166W	0.498239848	0.589861998	0.503100679	0.570292296	0.483844557	0.498769859
YDL161W	2.370125604	2.366533422	2.598204877	2.449847188	2.937627668	3.146402258
YGL099W	1.115053608	1.777666296	1.188173944	1.387394831	1.316233673	1.399781891
YFL030W	0.871494306	0.573919782	1.595772467	1.317464877	1.322260555	0.759288045
YPL193W	0.745776305	0.850251529	0.795286074	0.764236907	0.619768966	0.766712195
YNL005C	1.524297844	2.118994694	1.708717592	1.926021234	1.52207461	0.932487804
YJR139C	1.50279623	1.498194089	1.427918104	1.458534351	1.374508845	1.846045571
YBR133C	0.424943161	0.371465754	0.432225064	0.359983543	0.429284431	0.305839101
YBR162C	1.460085661	1.152061503	1.258619113	1.190902549	1.337193903	1.483924018
YJL079C	2.248095405	1.918541045	2.209972297	1.484053538	2.11122403	3.416147238
YGL019W	1.600174505	1.550653764	1.293687461	1.502254545	1.791494424	1.491512358
YNL172W	0.442911819	0.354402682	0.349598715	0.344240823	0.389192855	0.383640275
YNL058C	1.710647443	1.905035787	1.523540736	1.536611209	2.117739095	2.213211885
YPL160W	1.280894504	1.501693678	1.282619792	1.39281304	1.407292128	1.482872164
YNL023C	0.740804199	0.564877052	0.549630222	0.435485378	0.429132743	0.364458262
YDR214W	1.867204753	1.493548512	1.844061189	1.740328604	2.823342588	2.999300432
YIL126W	0.893685417	1.197136897	0.854503062	0.981409576	1.066211833	0.881078185
YLR295C	2.680865396	2.543574369	2.830615919	2.642650634	3.661411534	4.656966676
YHR168W	1.218600749	1.157877256	1.198921377	1.715988344	1.300126531	1.109220796
YOL081W	0.183916075	0.170974492	0.175694805	0.162799485	0.168474039	0.137262344
YOL036W	0.599955182	0.369304903	0.602608307	0.326311613	0.737772001	0.40266575
YGL148W	1.935758167	1.658148169	1.871534526	1.795916495	2.146242569	2.662900414
YBR282W	2.237058516	1.896297091	2.506087073	2.55143198	3.172513712	1.355528973
YDR194C	0.869610857	0.728482468	0.761679631	0.981551535	0.481459738	0.357312021
YNL257C	0.38776049	0.4257108	0.42042682	0.576754361	0.342040335	0.483968965
YNR030W	0.548859706	0.666256015	0.486218106	0.612362388	0.481717768	0.778906014
YDR466W	0.550625948	0.602970043	0.596110889	0.603179203	0.535685045	0.370892104
YFR045W	1.068084553	1.136030515	1.244898761	1.154641093	1.244171718	0.971888698
YIL002C	0.50556214	0.544487998	0.449334194	0.685558157	0.639623935	0.310177244
YGR159C	1.789380751	1.481414249	0.585415779	0.593690694	0.678124697	0.639632231
YLR369W	1.388103185	1.342149764	1.632068232	1.346766728	1.109888868	1.168135454
YNL118C	0.7069044	0.981871886	0.693859687	0.851951291	0.856362048	0.832692362
YGL228W	0.879574697	0.866510725	0.781181719	1.012255909	0.927811815	0.687093444
YJR117W	0.967845789	0.941709506	0.846563643	0.715780313	1.078400988	1.810142699
YLR357W	0.996412816	1.252322396	1.136197171	1.065562502	1.046590989	0.874922738
YER127W	1.440929402	1.314187162	1.625402194	0.847852397	1.23966385	1.332645167
YJR093C	2.17500523	1.601739085	1.848003676	1.422862067	2.515390648	1.317525171
YLR017W	1.416133596	1.252011006	1.258961075	0.942454875	1.203851338	1.750672872
YHR110W	0.720560507	1.004950071	0.722809204	0.837167822	0.800057929	0.976430234
YBR041W	0.701834529	0.96312583	0.915047228	0.814462553	0.908442842	1.3434932
YNL212W	0.945073333	1.418477662	0.943313773	1.395570903	1.041993814	1.348103677
YOR264W	1.033208323	1.107841172	1.29328669	1.056879719	0.988809313	1.167219269
YGL173C	0.832821746	0.960969369	0.818489645	0.850507231	0.763538378	0.71090439
YAR015W	1.901223163	2.203789966	2.148060221	2.061465274	2.826540907	1.995011144
YLL051C	0.308050322	0.266441066	0.273745958	0.217697467	0.272002562	0.295792212
YDR427W	1.034576259	1.161849391	1.090756094	1.187518341	0.889752054	1.133167408
YLR079W	1.156752654	1.555487936	1.112117291	1.381090879	1.434177384	1.066377876
YMR093W	0.985090443	1.007249728	0.978251321	0.610453726	0.738017326	0.981873855
YKR066C	1.895097669	1.560834491	2.03472459	1.85645339	1.907247731	2.640685608
YDR079W	1.571226209	4.587815542	2.051102769	2.657741646	2.02539582	1.853177601
YMR268C	0.650541679	1.132535037	0.703488238	0.774541851	1.263611901	0.962422249
YML070W	1.585616733	1.748936336	1.694191537	1.819856187	2.323564742	2.305333259
YPR072W	1.026212632	1.33360104	0.970475337	1.201505365	1.207142798	1.033280243
YMR108W	1.837754712	1.612213984	1.813266817	1.440059435	1.850997174	1.814972869
YCR091W	1.061225032	0.923805034	1.086133242	1.005044814	1.109250622	0.707387343
YLR401C	1.740327869	1.678612254	1.578962132	1.271251542	1.267211935	1.18408635
YDR244W	1.302485272	1.340440019	1.780835348	1.641893728	1.335070109	0.950170514
YDL137W	1.66808326	1.514418232	1.500431818	2.103693917	1.635881769	2.676812091
YGR271W	0.481670032	0.528148942	0.418351713	0.51952754	0.534677682	0.426033402
YDR233C	1.36810346	1.455939462	1.377602323	1.597449002	1.560168995	2.068432685
YGR071C	0.466215125	0.458265489	0.508396476	0.632328887	0.426651806	0.459677087
YER109C	0.808606659	0.63853048	0.747066586	0.755274641	0.889445941	0.728916523
YDR489W	1.078762319	0.932543731	1.068272221	1.052880715	1.12829298	0.842564798
YPR049C	0.61854135	0.545842446	0.534292921	0.684231759	0.44827584	0.683116656
YGR257C	0.388071858	0.225580299	0.474865437	0.508257637	0.480604527	0.182229131
YPL235W	1.484732321	1.85873698	1.617926048	1.667269432	1.325601526	1.43763487
YBL087C	2.453109946	2.053534817	2.227503007	2.023378	1.964219939	3.406244788
YGL190C	0.736050171	0.733435447	0.632616374	0.754618211	0.57776422	0.733500904
YBR110W	0.62092954	0.724391928	0.668628623	0.981723828	0.671315675	0.643772428
YDR144C	0.928504525	0.893245017	0.878771252	0.741100408	0.736680623	0.763392305
YOR103C	1.502374362	1.795997726	1.083463248	1.816391917	1.258983286	1.457833046
YKL137W	2.569587756	2.654378992	2.149611993	3.313317919	1.910525859	2.429721744
YDR447C	2.016191806	1.874171455	1.631265838	1.913217839	1.582282033	2.374618203
YPR145W	1.327648232	1.060861437	1.248649547	1.159038935	0.965188038	1.234614707
YJL063C	3.384065994	2.674041059	3.290878732	2.913839872	3.656382264	2.429721744
YIR010W	0.819519473	1.016866475	1.055417729	0.893310297	0.736852223	0.787092959
YDR331W	1.023242873	1.522457268	0.905581222	0.968779516	0.680406408	1.061257773
YLR433C	1.108704776	1.313145163	1.053001421	1.419037169	1.654907894	1.121410036
YER032W	1.012158572	1.114820087	1.025377842	0.844774893	1.05499941	1.384941394
YJR070C	2.188833077	2.467928361	1.733733567	1.630362785	2.788937895	3.10591789
YGL005C	0.679869184	0.682250022	0.649221832	0.937100017	0.683853249	1.113622466
YDL111C	1.074127464	1.013096313	0.866133556	0.786138616	0.797243872	1.042295407
YPL007C	0.593278132	0.532778579	0.568317434	0.64007278	0.48236604	0.624303504
YDR507C	1.078925354	1.245132875	0.955680788	1.079696267	1.089828446	1.280826168
YLR138W	0.484451966	0.602725032	0.477500423	0.547297909	0.424555723	0.273198378
YJL158C	2.621772509	2.298829764	3.016509761	2.032939224	3.327941834	3.864074286
YLR396C	0.735873162	0.627806337	0.692454506	0.809866839	0.768397085	0.773588537
YBR245C	1.189446982	1.461932482	1.115374206	1.315312621	1.543745513	1.266812159
YPL103C	1.141584745	1.015873441	1.175153079	0.945907348	1.4467113	0.846307574
YIL103W	1.22350433	1.082315593	0.933023078	0.780916681	0.75989784	0.818569358
YDR341C	1.581797245	1.799936836	1.706739804	1.801053789	1.808227919	2.028879324
YJR096W	1.522517122	2.024774519	1.72979678	2.158996582	1.690343882	1.184740354
YAL010C	1.015809938	0.829381719	0.677645813	0.700688767	0.648887744	0.933154003
YGR143W	0.805989918	0.629186131	0.774890701	0.751645099	0.509836207	0.625837419
YGR112W	1.396125407	1.415668796	1.189369081	1.493410186	1.508086931	1.56490553
YLR256W	0.547660005	0.497570665	0.573317608	0.429915972	0.623754768	0.51937541
YHR174W	2.391942362	2.109114158	2.623612356	2.230960498	3.938135533	4.990208403
YIR001C	1.64391551	2.144952721	2.434119462	2.040200609	2.599537527	1.986341864
YDL213C	2.051822152	2.713919053	2.054327773	1.713554318	1.923640759	1.782387119
YNL106C	0.588863861	0.850786278	0.55999897	0.580976016	0.649059772	0.463342286
YFR015C	1.146591439	1.123328922	1.183583247	1.176729879	1.235501532	1.889783579
YMR230W	1.865386906	1.564759651	1.588439099	1.733601396	1.778094743	2.23380345
YLR321C	1.471646432	1.839685537	2.106734094	1.63620638	1.846625676	1.754799037
YOR278W	0.812853216	0.798771456	0.996139345	1.032722468	0.650362489	1.000473659
YNL085W	0.887774458	0.920272243	0.783782768	0.837060225	0.856716214	0.952649522
YPL210C	1.022457296	1.177643355	0.973807228	1.159486029	0.932188372	1.52423538
YOR087W	0.741687574	0.841586545	0.85060321	0.879396814	0.939456736	1.227385211
YGL234W	1.806600828	1.50791789	1.91835259	1.429902097	2.254111283	1.662872856
YOR347C	1.373910274	1.008749504	1.38080109	0.99976324	1.915143426	1.441812903
YAL029C	0.441072413	0.315426793	0.40852403	0.321819007	0.398971628	0.311170341
YOL155C	1.210009248	1.050403022	1.174119377	1.141931242	1.036809765	2.722263492
YDR421W	0.441773192	0.535132535	0.399521128	0.533573275	0.55977992	0.456966016
YGR186W	1.400932792	1.57540026	1.50042379	1.802539445	1.587614953	1.293814094
YDR294C	0.886354071	0.879185944	1.013615474	0.870319605	0.899483968	0.847058957
YHR135C	1.39958558	1.229266212	1.537943908	1.299582662	1.641968118	1.52869993
YBR181C	1.561248688	1.95379987	1.583558316	2.379778312	1.667384125	2.733033622
YOR078W	0.943794006	1.156592153	0.637423676	0.705693687	0.653451533	0.829099363
YOR243C	1.255620402	1.213049533	1.022750723	1.023160223	0.730536663	0.801997997
YMR165C	0.838207995	0.756989564	0.756951784	0.946378235	1.089874832	0.617903375
YCR005C	0.433479113	0.379931626	0.469677907	0.489276296	0.272070648	0.681587706
YPR055W	0.593596757	0.645571187	0.596318244	0.515174197	0.596873115	0.62723795
YIL016W	1.693044568	2.359447993	1.672809758	2.063194996	2.312883322	1.39231246
YLR032W	0.917799054	1.037245253	1.018261991	1.056554525	0.907208544	1.214860872
YBL027W	2.237706404	2.179384157	1.934412208	2.284428039	2.365428648	2.695536066
YOL060C	0.76389697	0.540405266	0.53830637	0.698743567	0.779901151	0.621235673
YOR382W	2.452591044	2.160713126	2.417152887	2.138005502	3.221233392	6.418132908
YNL232W	1.366658555	1.591398516	1.257751698	1.133969769	0.996932466	1.370612266
YDL076C	0.788760267	0.864159965	0.742797861	0.649940688	0.726293135	0.507473529
YDR120C	1.431701923	1.613978228	1.055524954	1.27882446	1.24485383	1.450731563
YJL192C	1.047232254	1.234172796	0.897612858	1.340169435	0.892808409	1.795360894
YLR009W	1.491704601	1.590009845	1.218137471	1.369533633	1.229870894	1.088727776
YKL116C	0.754697401	0.557789124	0.908661431	0.771605414	0.806407595	0.838425109
YOR352W	1.451735116	2.04899431	1.389516161	1.863044082	1.416709526	1.40383923
YLR105C	0.958693001	0.834634664	0.574972205	0.763067157	0.515224485	0.525345242
YML091C	0.451955272	0.430621687	0.477405838	0.410324001	0.424319381	0.75562392
YMR143W	2.05142493	2.405960409	1.991053426	2.225294721	2.491036449	3.115967837
YNL189W	1.297865068	1.541098122	1.316027972	1.612389437	1.443110366	1.500353177
YCL047C	1.164542234	1.179723997	1.216874768	1.032722468	1.349030888	2.452429424
YGL122C	1.698072515	2.022383994	1.806091667	1.717673439	2.146438945	1.51857609
YDL018C	1.211653718	1.360402446	1.362715149	1.451288014	0.991402038	2.505650548
YPR160W	1.060742698	1.108066687	1.243992702	1.314533345	1.227781783	2.275802719
YBL060W	0.666880307	0.710371439	0.903922649	0.943474847	0.990523615	0.539938165
YBR019C	0.541902144	1.260685447	1.308265985	1.274007904	1.690685411	1.493093395
YKL056C	2.022088198	1.708661281	1.832245822	1.928909103	1.794062541	2.864061383
YJR057W	1.663057164	1.453801289	1.150382651	1.835951055	1.354921852	0.809907248
YGL211W	1.04429059	0.819950012	0.788441363	0.635521519	0.686009469	0.989479443
YPL195W	0.815943379	1.129946613	0.799361043	1.111684925	0.701321727	0.738672576
YCL044C	1.110316705	0.989061532	1.526717061	0.76569454	1.394330374	2.19267572
YAL059W	1.382784782	1.534600321	1.070232354	1.437356418	0.975820955	1.626766489
YNL007C	2.13019276	2.32028053	2.397809708	2.41300032	3.246349102	3.744984341
YJR137C	0.836506293	0.675792512	0.788533309	0.941319461	0.564177798	0.375057719
YDR397C	1.552123273	1.472563286	1.870456454	1.417016468	1.323926315	1.207407738
YMR021C	0.9123802	1.081413663	1.070701445	1.180051874	1.220641284	0.864263439
YMR074C	1.564778281	1.745818662	1.28786004	1.750726385	1.120936873	3.119983603
YJR039W	0.351761041	0.532778579	0.40791947	0.468550009	0.526259502	0.534538784
YNL323W	1.403800466	1.396006729	1.488103975	1.672295581	1.472984908	1.439835107
YFL009W	0.968097715	0.831105794	0.936097165	0.91720021	0.941251261	0.88353518
YDR216W	0.530014695	0.5017217	0.43466419	0.444911001	0.741318982	0.789272668
YBR030W	0.606787796	0.690570144	0.495591714	0.448650201	0.350273569	0.538716586
YNL021W	1.063277692	0.870046447	1.190590199	0.972799066	1.365416139	0.822512808
YGR095C	1.203853004	1.143974785	1.360497611	0.982673271	1.311721445	1.647268979
YOR066W	0.878275163	0.65755108	1.219051646	0.727452305	0.777607324	0.858259919
YAL033W	1.364284221	1.286005438	1.002607782	1.24946669	0.898568463	2.27973892
YNR036C	2.271605695	2.699065507	2.739982921	2.980131539	3.217119482	2.904276772
YNR049C	1.680930396	2.044854927	2.662241094	1.338714311	1.932693931	1.51857609
YDR192C	1.522643054	1.587804624	1.496828467	1.081575126	1.921673272	1.372342837
YML109W	0.829549145	0.839703296	0.813021816	0.80922283	0.992454267	1.331847474
YOL083W	1.07963581	1.337020529	1.093566147	1.305246453	1.189002024	0.674922707
YNL251C	1.485213284	1.259400345	1.276881001	1.223265554	2.006997216	1.89591924
YBL004W	0.395561911	0.471070346	0.321475885	0.295320028	0.342266108	0.394829783
YBR164C	1.958383912	2.074155262	2.432401944	2.960737929	2.35310738	2.244246802
YHR074W	1.056090484	1.020301835	1.016126896	1.031839799	1.114765387	1.077528773
YDR464W	0.626098595	0.570278267	0.542728472	0.479346092	0.557848732	0.404953624
YFR030W	0.877711444	0.703208029	0.816255184	0.742634149	0.422403978	0.424317311
YJL146W	1.091452101	0.898837331	1.257751698	1.088992603	1.366703781	1.457833046
YIL055C	1.236099066	0.90214188	1.088624236	1.05423752	1.050820708	0.554610398
YPL053C	0.738750376	0.919334466	0.828019868	0.827277346	0.712806714	0.530227047
YLR351C	1.655285784	1.759014991	1.937000978	1.745361364	2.050832502	2.089022754
YIL030C	0.521991042	0.569319541	0.458969041	0.518447542	0.452225536	0.570766609
